sentence_id,anchor_text,link_type
beverlyhillscop_sentence_0000011,John Taggart,internal
beverlyhillscop_sentence_0000013,Jenny Summers,internal
beverlyhillscop_sentence_0000013,Victor Maitland,internal
beverlyhillscop_sentence_0000022,Andrew Bogomil,internal
beverlyhillscop_sentence_0000025,Harold Lutz,internal
beverlyhillscop_sentence_0000026,Maxwell Dent,internal
beverlyhillscop_sentence_0000026,Karla Fry,internal
beverlyhillscop_sentence_0000029,Nikos Thomopolis,internal
beverlyhillscop_sentence_0000029,Charles Cain,internal
beverlyhillscop_sentence_0000036,Douglas Todd,internal
beverlyhillscop_sentence_0000037,Wonder World,internal
beverlyhillscop_sentence_0000037,Beverly Hills,internal
beverlyhillscop_sentence_0000037,California,internal
beverlyhillscop_sentence_0000038,Steve Fulbright,internal
beverlyhillscop_sentence_0000041,"Jonathan ""Jon"" Flint",internal
beverlyhillscop_sentence_0000042,"Dave ""Uncle Dave"" Thornton",internal
beverlyhillscop_sentence_0000044,Ellis DeWald,internal
beverlyhillscop_sentence_0000046,Beverly Hills Cop jacket,other
beverlyhillscop_sentence_0000047,Janice Perkins,internal
beverlyhillscop_sentence_0000059,Jeffrey Friedman,internal
beverlyhillscop_sentence_0000061,Jane Saunders,internal
beverlyhillscop_sentence_0000061,Beverly Hills,internal
beverlyhillscop_sentence_0000062,Sam Enriquez,internal
beverlyhillscop_sentence_0000064,Billy Rosewood,internal
beverlyhillscop_sentence_0000066,Bobby Abbott,internal
beverlyhillscop_sentence_0000069,John Taggart,internal
beverlyhillscop_sentence_0000069,Cade Grant,internal
beverlyhillscop_sentence_0000079,Serge,internal
beverlyhillscop_sentence_0000082,Chalino Valdemoro,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Beverly Hills,internal
beverlyhillscop_sentence_0000001,California,internal
beverlyhillscop_sentence_0000001,Beverly Hills Police Department,internal
beverlyhillscop_sentence_0000001,Judge Reinhold,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000002,Judge Reinhold,internal
beverlyhillscop_sentence_0000003,Beverly Hills Police Department,internal
beverlyhillscop_sentence_0000005,second film,internal
beverlyhillscop_sentence_0000006,Axel Foley,internal
beverlyhillscop_sentence_0000007,John Taggart,internal
beverlyhillscop_sentence_0000007,Victor Maitland,internal
beverlyhillscop_sentence_0000007,Michael Tandino,internal
beverlyhillscop_sentence_0000013,Jon Flint,internal
beverlyhillscop_sentence_0000014,Ellis DeWald,internal
beverlyhillscop_sentence_0000018,Uncle Dave,internal
beverlyhillscop_sentence_0000027,Jane Saunders,internal
beverlyhillscop_sentence_0000035,Beverly Hills,internal
beverlyhillscop_sentence_0000037,Bobby Abbott,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Beverly Hills,internal
beverlyhillscop_sentence_0000001,California,internal
beverlyhillscop_sentence_0000001,USA,internal
beverlyhillscop_sentence_0000001,Beverly Hills Police Department,internal
beverlyhillscop_sentence_0000003,Billy Rosewood,internal
beverlyhillscop_sentence_0000003,Ellis DeWald,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Martin Brest,internal
beverlyhillscop_sentence_0000001,Daniel Petrie Jr.,internal
beverlyhillscop_sentence_0000001,Danilo Bach,internal
beverlyhillscop_sentence_0000001,Eddie Murphy,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000003,Eddie Murphy,internal
beverlyhillscop_sentence_0000004,Martin Brest,internal
beverlyhillscop_sentence_0000004,Daniel Petrie Jr.,internal
beverlyhillscop_sentence_0000004,Danilo Bach,internal
beverlyhillscop_sentence_0000008,Axel Foley,internal
beverlyhillscop_sentence_0000012,Detroit Police Department,internal
beverlyhillscop_sentence_0000014,Jeffrey Friedman,internal
beverlyhillscop_sentence_0000014,Douglas Todd,internal
beverlyhillscop_sentence_0000021,Mikey Tandino,internal
beverlyhillscop_sentence_0000025,Beverly Hills,internal
beverlyhillscop_sentence_0000025,California,internal
beverlyhillscop_sentence_0000026,Jenny Summers,internal
beverlyhillscop_sentence_0000033,Zack,internal
beverlyhillscop_sentence_0000033,Casey,internal
beverlyhillscop_sentence_0000045,Beverly Hills,internal
beverlyhillscop_sentence_0000049,Serge,internal
beverlyhillscop_sentence_0000052,Victor Maitland,internal
beverlyhillscop_sentence_0000062,Beverly Hills Police Department,internal
beverlyhillscop_sentence_0000062,John Taggart,internal
beverlyhillscop_sentence_0000062,Billy Rosewood,internal
beverlyhillscop_sentence_0000067,Andrew Bogomil,internal
beverlyhillscop_sentence_0000076,Jenny,internal
beverlyhillscop_sentence_0000147,Zack,internal
beverlyhillscop_sentence_0000162,Serge,internal
beverlyhillscop_sentence_0000169,Zack,internal
beverlyhillscop_sentence_0000169,Casey,internal
beverlyhillscop_sentence_0000247,Beverly Hills Cop (franchise),internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Police,internal
beverlyhillscop_sentence_0000001,Beverly Hills,internal
beverlyhillscop_sentence_0000001,California,internal
beverlyhillscop_sentence_0000001,USA,internal
beverlyhillscop_sentence_0000001,Beverly Hills Police Department,internal
beverlyhillscop_sentence_0000001,John Ashton,internal
beverlyhillscop_sentence_0000002,series,internal
beverlyhillscop_sentence_0000003,Billy Rosewood,internal
beverlyhillscop_sentence_0000003,Axel Foley,internal
beverlyhillscop_sentence_0000003,Victor Maitland,internal
beverlyhillscop_sentence_0000003,Michael Tandino,internal
beverlyhillscop_sentence_0000004,Beverly Hills,internal
beverlyhillscop_sentence_0000004,Inspector,internal
beverlyhillscop_sentence_0000005,Billy Rosewood,internal
beverlyhillscop_sentence_0000007,Jon Flint,internal
beverlyhillscop_sentence_0000009,Sam Enriquez,internal
beverlyhillscop_sentence_0000010,Axel Foley,internal
beverlyhillscop_sentence_0000010,his daughter,internal
beverlyhillscop_sentence_0000012,Billy,internal
beverlyhillscop_sentence_0000012,Grant,internal
beverlyhillscop_sentence_0000014,Bobby Abbott,internal
beverlyhillscop_sentence_0000045,Billy Rosewood,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Jenny Summers,internal
beverlyhillscop_sentence_0000001,Mikey Tandino,internal
beverlyhillscop_sentence_0000001,Zack,internal
beverlyhillscop_sentence_0000001,Steven Berkoff,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000003,Beverly Hills,internal
beverlyhillscop_sentence_0000005,Jenny Summers,internal
beverlyhillscop_sentence_0000005,Michael Tandino,internal
beverlyhillscop_sentence_0000006,Axel Foley,internal
beverlyhillscop_sentence_0000007,Zack,internal
beverlyhillscop_sentence_0000011,Lieutenant Bogomil,internal
beverlyhillscop_sentence_0000011,Sergeant Taggart,internal
beverlyhillscop_sentence_0000011,Detective Rosewood,internal
beverlyhillscop_sentence_0000024,Serge,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Beverly Hills Police Department,internal
beverlyhillscop_sentence_0000001,Beverly Hills,internal
beverlyhillscop_sentence_0000001,California,internal
beverlyhillscop_sentence_0000001,USA,internal
beverlyhillscop_sentence_0000001,Beverly Hills Police Department,internal
beverlyhillscop_sentence_0000001,Detroit Police Department,internal
beverlyhillscop_sentence_0000001,Axel Foley,internal
beverlyhillscop_sentence_0000001,Ronny Cox,internal
beverlyhillscop_sentence_0000003,Ronny Cox,internal
beverlyhillscop_sentence_0000005,Jenny Summers,internal
beverlyhillscop_sentence_0000011,Harold Lutz,internal
beverlyhillscop_sentence_0000016,Mayor Ted Egan,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Beverly Hills,internal
beverlyhillscop_sentence_0000001,USA,internal
beverlyhillscop_sentence_0000001,Timothy Carhart,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000005,Orrin Sanderson,internal
beverlyhillscop_sentence_0000005,Steve Fulbright,internal
beverlyhillscop_sentence_0000006,Beverly Hills,internal
beverlyhillscop_sentence_0000006,Jon Flint,internal
beverlyhillscop_sentence_0000006,Billy Rosewood,internal
beverlyhillscop_sentence_0000007,Uncle Dave Thornton,internal
beverlyhillscop_sentence_0000008,Holloway,internal
beverlyhillscop_sentence_0000008,Detroit,internal
beverlyhillscop_sentence_0000008,Michigan,internal
beverlyhillscop_sentence_0000010,Axel Foley,internal
beverlyhillscop_sentence_0000010,Douglas Todd,internal
beverlyhillscop_sentence_0000031,Janice Perkins,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Detroit Police Department,internal
beverlyhillscop_sentence_0000001,Gil Hill,internal
beverlyhillscop_sentence_0000002,Axel Foley,internal
beverlyhillscop_sentence_0000002,Detroit Police Department,internal
beverlyhillscop_sentence_0000005,Michael Tandino,internal
beverlyhillscop_sentence_0000009,Victor Maitland,internal
beverlyhillscop_sentence_0000009,Jenny,internal
beverlyhillscop_sentence_0000011,Andrew Bogomil,internal
beverlyhillscop_sentence_0000012,Zack,internal
beverlyhillscop_sentence_0000022,Harold Lutz,internal
beverlyhillscop_sentence_0000024,Maxwell Dent,internal
beverlyhillscop_sentence_0000025,Ted Egan,internal
beverlyhillscop_sentence_0000028,Ellis DeWald,internal
beverlyhillscop_sentence_0000036,Axel,internal
beverlyhillscop_sentence_0000038,Beverly Hills,internal
beverlyhillscop_sentence_0000038,Victor Maitland,internal
beverlyhillscop_sentence_0000003,Axel Foley,internal
beverlyhillscop_sentence_0000009,1911,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Eddie Murphy,internal
beverlyhillscop_sentence_0000001,Eddie Murphy,internal
beverlyhillscop_sentence_0000001,Judge Reinhold,internal
beverlyhillscop_sentence_0000001,John Ashton,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000003,Eddie Murphy,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Eddie Murphy,internal
beverlyhillscop_sentence_0000001,Judge Reinhold,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop: Axel F,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000004,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000021,SIG-Sauer P226,internal
beverlyhillscop_sentence_0000003,Karla Fry,internal
beverlyhillscop_sentence_0000003,Axel Foley,internal
beverlyhillscop_sentence_0000003,Karla Fry,internal
beverlyhillscop_sentence_0000003,Andrew Bogomil,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000003,Victor Maitland,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Maxwell Dent,internal
beverlyhillscop_sentence_0000001,Maxwell Dent,internal
beverlyhillscop_sentence_0000001,Brigitte Nielsen,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000004,Maxwell Dent,internal
beverlyhillscop_sentence_0000005,"Andrew Bogomil,",internal
beverlyhillscop_sentence_0000005,Billy Rosewood,internal
beverlyhillscop_sentence_0000005,John Taggart,internal
beverlyhillscop_sentence_0000024,Desert Eagle,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Dent Oil Fields,internal
beverlyhillscop_sentence_0000001,Karla Fry,internal
beverlyhillscop_sentence_0000001,Karla Fry,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000006,Nikos Thomopolis,internal
beverlyhillscop_sentence_0000007,Karla,internal
beverlyhillscop_sentence_0000007,Chip Cain,internal
beverlyhillscop_sentence_0000009,Andrew Bogomil,internal
beverlyhillscop_sentence_0000011,John Taggart,internal
beverlyhillscop_sentence_0000011,Billy Rosewood,internal
beverlyhillscop_sentence_0000011,Harold Lutz,internal
beverlyhillscop_sentence_0000011,Ted Egan,internal
beverlyhillscop_sentence_0000012,Axel Foley,internal
beverlyhillscop_sentence_0000001,Serge,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Serge's Survival Boutique,internal
beverlyhillscop_sentence_0000001,Beverly Hills,internal
beverlyhillscop_sentence_0000001,California,internal
beverlyhillscop_sentence_0000001,Bronson Pinchot,internal
beverlyhillscop_sentence_0000002,Victor Maitland,internal
beverlyhillscop_sentence_0000002,Serge's Survival Boutique,internal
beverlyhillscop_sentence_0000007,Axel,internal
beverlyhillscop_sentence_0000007,Beverly Hills,internal
beverlyhillscop_sentence_0000009,Rosewood,internal
beverlyhillscop_sentence_0000011,Victor Maitland,internal
beverlyhillscop_sentence_0000012,Serge's Survival Boutique,internal
beverlyhillscop_sentence_0000015,Annihilator 2000,internal
beverlyhillscop_sentence_0000016,Ellis DeWald,internal
beverlyhillscop_sentence_0000017,Annihilator 2000,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000003,Beverly Hills,internal
beverlyhillscop_sentence_0000001,California,internal
beverlyhillscop_sentence_0000001,United States of America,internal
beverlyhillscop_sentence_0000005,Axel Foley,internal
beverlyhillscop_sentence_0000005,Detroit,internal
beverlyhillscop_sentence_0000005,Mikey Tandino,internal
beverlyhillscop_sentence_0000004,Axel Foley,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Axel Foley,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop: Axel F,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000003,franchise,internal
beverlyhillscop_sentence_0000003,Axel Foley,internal
beverlyhillscop_sentence_0000005,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000005,Axel Foley,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Serge,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop: Axel F,internal
beverlyhillscop_sentence_0000003,Serge,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop: Axel F,internal
beverlyhillscop_sentence_0000005,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000005,Serge,internal
beverlyhillscop_sentence_0000006,third film,internal
beverlyhillscop_sentence_0000007,Beverly Hills Cop: Axel F,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000002,Victor Maitland,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Billy Rosewood,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop: Axel F,internal
beverlyhillscop_sentence_0000003,Billy Rosewood,internal
beverlyhillscop_sentence_0000006,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000006,Billy Rosewood,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Andrew Bogomil,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000003,Andrew Bogomil,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000007,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000007,Andrew Bogomil,internal
beverlyhillscop_sentence_0000007,sequel,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,John Taggart,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop: Axel F,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000003,John Taggart,internal
beverlyhillscop_sentence_0000004,Beverly Hills Cop: Axel F,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000002,Jenny Summers,internal
beverlyhillscop_sentence_0000002,Eddie Murphy,internal
beverlyhillscop_sentence_0000002,Detroit,internal
beverlyhillscop_sentence_0000002,Detroit,internal
beverlyhillscop_sentence_0000002,Michigan,internal
beverlyhillscop_sentence_0000003,Axel Foley,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Beverly Hills,internal
beverlyhillscop_sentence_0000001,California,internal
beverlyhillscop_sentence_0000002,Beverly Hills,internal
beverlyhillscop_sentence_0000002,California,internal
beverlyhillscop_sentence_0000003,John Taggart,internal
beverlyhillscop_sentence_0000006,Axel Foley,internal
beverlyhillscop_sentence_0000006,Mikey Tandino,internal
beverlyhillscop_sentence_0000008,John Taggart,internal
beverlyhillscop_sentence_0000008,Billy Rosewood,internal
beverlyhillscop_sentence_0000010,Andrew Bogomil,internal
beverlyhillscop_sentence_0000016,Victor Maitland,internal
beverlyhillscop_sentence_0000017,Douglas Todd,internal
beverlyhillscop_sentence_0000017,Axel Foley,internal
beverlyhillscop_sentence_0000021,Billy Rosewood,internal
beverlyhillscop_sentence_0000022,Jon Flint,internal
beverlyhillscop_sentence_0000022,Taggart,internal
beverlyhillscop_sentence_0000024,Ellis DeWald,internal
beverlyhillscop_sentence_0000004,Jon Flint,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Detroit,internal
beverlyhillscop_sentence_0000001,Michigan,internal
beverlyhillscop_sentence_0000001,USA,internal
beverlyhillscop_sentence_0000001,Detroit Police Department,internal
beverlyhillscop_sentence_0000001,Paul Reiser,internal
beverlyhillscop_sentence_0000003,Paul Reiser,internal
beverlyhillscop_sentence_0000004,Axel Foley,internal
beverlyhillscop_sentence_0000004,Detroit Police Department,internal
beverlyhillscop_sentence_0000005,Douglas Todd,internal
beverlyhillscop_sentence_0000001,Serge,internal
beverlyhillscop_sentence_0000004,Annihilator 2000,internal
beverlyhillscop_sentence_0000002,Detroit,internal
beverlyhillscop_sentence_0000002,Michigan,internal
beverlyhillscop_sentence_0000004,Inspector Todd,internal
beverlyhillscop_sentence_0000004,Axel Foley,internal
beverlyhillscop_sentence_0000003,Karla Fry,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000003,Billy Rosewood,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000002,.44 AMP,internal
beverlyhillscop_sentence_0000004,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000004,Axel Foley,internal
beverlyhillscop_sentence_0000003,Axel Foley,internal
beverlyhillscop_sentence_0000003,.44 AMP,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000002,Axel Foley,internal
beverlyhillscop_sentence_0000002,Browning Hi-Power,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000004,Billy Rosewood,internal
beverlyhillscop_sentence_0000004,Smith & Wesson Model 29,internal
beverlyhillscop_sentence_0000002,9x19mm,internal
beverlyhillscop_sentence_0000005,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000016,M1911A1,internal
beverlyhillscop_sentence_0000021,9mm Para,internal
beverlyhillscop_sentence_0000025,Browning P35 (High Power),internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000004,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000002, Beretta 92FS,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000008,Smith & Wesson Model 15,internal
beverlyhillscop_sentence_0000008,Smith & Wesson Model 19,internal
beverlyhillscop_sentence_0000001,Smith & Wesson Model 15,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000001,Smith & Wesson Model 29,internal
beverlyhillscop_sentence_0000002,Victor Maitland,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000005,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000002,Smith & Wesson Model 19,internal
beverlyhillscop_sentence_0000004,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000002,Colt M1911A1 pistol,internal
beverlyhillscop_sentence_0000005,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000003,Beverly Hills Cop III,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Axel Foley,internal
beverlyhillscop_sentence_0000001,Jenny Summers,internal
beverlyhillscop_sentence_0000001,James Russo,internal
beverlyhillscop_sentence_0000001,Axel Foley,internal
beverlyhillscop_sentence_0000001,Beverly Hills Cop,internal
beverlyhillscop_sentence_0000002,Axel Foley,internal
beverlyhillscop_sentence_0000002,Jenny Summers,internal
beverlyhillscop_sentence_0000002,Detroit,internal
beverlyhillscop_sentence_0000008,Victor Maitland,internal
beverlyhillscop_sentence_0000010,Zack,internal
beverlyhillscop_sentence_0000014,Casey,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Beverly Hills Police Department,internal
beverlyhillscop_sentence_0000001,Biddle,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000005,Ted Egan,internal
beverlyhillscop_sentence_0000006,Andrew Bogomil,internal
beverlyhillscop_sentence_0000006,Billy Rosewood,internal
beverlyhillscop_sentence_0000006,John Taggart,internal
beverlyhillscop_sentence_0000008,Alphabet Bandit,internal
beverlyhillscop_sentence_0000009,Karla Fry,internal
beverlyhillscop_sentence_0000009,Axel Foley,internal
beverlyhillscop_sentence_0000011,Jeffrey Friedman,internal
beverlyhillscop_sentence_0000011,Inspector Todd,internal
beverlyhillscop_sentence_0000014,Charles Cain,internal
beverlyhillscop_sentence_0000015,Nikos Thomopolis,internal
beverlyhillscop_sentence_0000021,Biddle,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Harold Lutz,internal
beverlyhillscop_sentence_0000002,Beverly Hills,internal
beverlyhillscop_sentence_0000002,California,internal
beverlyhillscop_sentence_0000002,Beverly Hills Cop II,internal
beverlyhillscop_sentence_0000003,Harold Lutz,internal
beverlyhillscop_sentence_0000003,Beverly Hills Police Department,internal
beverlyhillscop_sentence_0000005,Maxwell Dent,internal
beverlyhillscop_sentence_0000005,Nikos Thomopolis,internal
beverlyhillscop_sentence_0000006,Axel Foley,internal
beverlyhillscop_sentence_0000006,Billy Rosewood,internal
beverlyhillscop_sentence_0000006,John Taggart,internal
beverlyhillscop_sentence_0000009,Charles Cain,internal
beverlyhillscop_sentence_0000011,Biddle,internal
beverlyhillscop_sentence_0000001,"

",other
beverlyhillscop_sentence_0000001,Maxwell Dent,internal
beverlyhillscop_sentence_0000001,Gilbert Gottfried,internal
beverlyhillscop_sentence_0000002,Maxwell Dent,internal
beverlyhillscop_sentence_0000004,Axel Foley,internal
beverlyhillscop_sentence_0000004,Karla Fry,internal
beverlyhillscop_sentence_0000004,Charles Cain,internal
beverlyhillscop_sentence_0000004,Beverly Hills Cop II,internal
