paragraph_id,article_id,paragraph_text
money-heist_paragraph_0000017,114,"Mónica became especially close with Rio during the heist of the Bank of Spain as Rio was experiencing PTSD as a result of the torture by Alicia Sierra. It was hard for him to open up to other crew members, so he turned to Mónica as she was more understanding and caring."
money-heist_paragraph_0000001,1217,"Amanda






Biographical Information

Gender
Female


Status
Alive



Relationships

Romance(s)
Miguel (crush)


Friends
PaquitaMiguel Fernández TalanillaMario UrbanejaManilaNairobi


Enemies
Arturo Román (rapist)



Professional Information

Occupation
Secretary



Series Information

Part(s)
3, 4, 5


Portrayed by
Olalla Hernández






First appearance
Latest appearance




48 Meters Underground
A Family Tradition





Amanda is the secretary of the Governor of the Bank of Spain."
money-heist_paragraph_0000002,1217,"Amanda is the secretary to the Governor of the Bank of Spain, Mario Urbaneja. She appears in flashbacks of Berlin, when he was attending a meeting with the Governor of the Bank of Spain. She is seen throughout the heist with Arturo Román. He had given her anxiety sleep inducing pills, using them later to take advantage of her while she was knocked out."
money-heist_paragraph_0000003,1217,"Amanda's main appearances are in a red jumpsuit, as a hostage of many under the heist."
money-heist_paragraph_0000004,1217,Amanda is a nervous person.
money-heist_paragraph_0000005,1217,Amanda is the secretary to Urbaneja at the Bank of Spain. She seems to be well treated and a good employee.
money-heist_paragraph_0000001,1363,"Suárez






Biographical Information

Gender
Male


Status
Alive



Relationships

Friends
Ángel RubioRaquel Murillo (formerly)Luis TamayoAlicia SierraAlfonso PrietoBenito Antoñanzas


Enemies
Raquel MurilloBerlin (victim)The ProfessorPalermo



Professional Information

Occupation
Police Officer


Affiliation
Spanish Police



Series Information

Part(s)
1, 2, 3, 4, 5


Portrayed by
Mario de la Rosa‏‎


Voice Actor
Kyle McCarley (English, Original)[1]Rocco Narva (English, New)[2]






First appearance
Latest appearance




Episode 2 (Part 1)
A Family Tradition





Suárez is a character in the Netflix series, Money Heist."
money-heist_paragraph_0000002,1363,"He is a member of the Spanish Police Force. He is part of the police intervention group, Grupo Especial de Operaciones."
money-heist_paragraph_0000003,1363,Suárez was in charge of the operations of the Grupo Especial de Operaciones during the Royal Mint of Spain robbery.
money-heist_paragraph_0000004,1363,"Under the instructions of Raquel Murillo, he was ordered to shoot a masked person when several hostages and robbers went onto the roof.[3] However, this person turned out to be Arturo Román, a hostage. He was later treated by a medical team.[4]"
money-heist_paragraph_0000005,1363,"He later tried to enter the mint with Agent García Lobo to infiltrate the robbery from the inside, by wearing Dalí masks. However, the Professor, being aware of the police plan, warns the group of robbers.  All the hostages and robbers change their masks to a mask resembling The Scream by Edvard Munch. The police immediately abort the operation.[4]"
money-heist_paragraph_0000006,1363,"Later, he takes over control of operations with Alfonso Prieto when Raquel Murillo is suspected of complicity with the robbers."
money-heist_paragraph_0000007,1363,"When the robbers leave the Factory, he leads a group of police officers to enter the scene. They will eventually bring down Berlin who dies instantly, who stayed to allow the other robbers to escape."
money-heist_paragraph_0000008,1363,Suárez has short dark hair.
money-heist_paragraph_0000009,1363,He usually acts rationally but is a nice person.
money-heist_paragraph_0000001,141,"Browning Machine Gun






General Information

Producer
John Moses Browning


Weapon Type
Heavy machine gun



Behind the scenes

First appearance
Episode 1 (Part 1)


Last appearance
Episode 9 (Part 2)




The ""Browning"" Machine Gun was a heavy machine gun utilised in the robbery of the National Bank of Spain."
money-heist_paragraph_0000002,141,"The Machine gun was bought on the dark web by Rio, guided by the professor."
money-heist_paragraph_0000003,141,"The Browning is first seen at the first attempt of the police to break into the bank. As they use a micro-camera to look through the door, they see hostages and robbers, all dressed up the same, aiming their guns at them and the middle one revealing the Browning. Out of fear for the machine gun the police decides to retreat."
money-heist_paragraph_0000004,141,"The Browning appears again when the police tries to get in to the bank through a hole made by escaping hostages. As the robbers are under heavy fire, Tokyo runs back and returns with the machine gun. When she starts shooting, the police retreats again."
money-heist_paragraph_0000005,141,"It’s last appearance happens in the last episode of Part 2. As the robbers are preparing to leave the bank, Berlin orders Helsinki to get the Browning."
money-heist_paragraph_0000006,141,"Later, when almost everybody has gone through the tunnel, Berlin reveals he plans to stay behind with Ariadna to hold off the police. As the others leave after some talking, Berlin takes his final stand behind the machine gun.
As the police rushes in, Berlin starts shooting, making the police hide behind the corners. After numerous failed attempts to rush to him while he is reloading, they decide to blow up the gun with grenades. Which they do, sealing it’s fate."
money-heist_paragraph_0000007,141,"A similar gun, likely the same model, appears in Part 3, also referred to as the “Browning”."
money-heist_paragraph_0000001,1415,"Diana Gómez






Full name
Diana Gómez y Raich


Date of birth
March 7, 1989 (age 36)


Place of birth
Igualada, Spain


Nationality
 Spanish


Occupation
Actress


Years active
2006-present


Role
Tatiana"
money-heist_paragraph_0000002,1415,Diana Gómez is a Spanish actress who portrays Tatiana in the series Money Heist.
money-heist_paragraph_0000001,1423,"Enrique Arce






Full name
Enrique Javier Arce Temple


Date of birth
October 8, 1972 (age 53)


Place of birth
Valencia, Spain


Nationality
 Spanish


Occupation
Actor


Years active
1996–present


Partner(s)
Cristina PeñaGemma Mengual (2005–08)


Role
Arturo Román





First appearance
Lastest appearance




Episode 1 (Part 1)
The Paris Plan"
money-heist_paragraph_0000002,1423,"Enrique Arce (born October 8, 1972) is a Spanish television and film actor. He portrays Arturo Román in the series Money Heist."
money-heist_paragraph_0000003,1423,"Arce was born in Valencia, Spain on October 8, 1972. He originally went to university to study law, but during his fourth year, he decided to move into acting. He won ""Ellos i Elles"", a Valencian television show on Canal Nou, and used the 2 million pesetas (circa £10,000/$15,000) prize money to pay for his studies at the American Academy of Dramatic Arts. He has developed his career in Spain and abroad."
money-heist_paragraph_0000004,1423,"He was married to the actress Cristina Peña, and lived with Olympic synchronised swimmer Gemma Mengual from 2005 to 2008."
money-heist_paragraph_0000005,1423,"On April 25, 2020, he gave a shoutout to the Filipino fans and is shocked to be messaged by Filipino celebrity Lovi Poe."
money-heist_paragraph_0000001,1435,"Álex Pina






Full name
Álex Pina


Date of birth
June 23, 1967


Place of birth
Pamplona, Spain


Nationality
 Spanish


Occupation
Executive producerDirectorScreenwriter


Alma mater
University of Navarra"
money-heist_paragraph_0000002,1435,"Álex Pina (born June 23, 1967) is a Spanish executive producer and screenwriter. He is the creator of the series Money Heist."
money-heist_paragraph_0000001,144,"Royal Mint of Spain






Type
Mint


Location
Madrid, Spain


Filming location
Spanish National Research Council





First appearance
Latest appearance




Episode 1 (Part 1)
Episode 9 (Part 2)





The Royal Mint of Spain, also known as the Fábrica Nacional de Moneda y Timbre (National Factory of Coins and Stamps), is a government-owned institution responsible for producing and distributing currency and stamps in Spain. The mint has a long history, dating back to the 16th century when King Felipe II established the Casa de la Moneda (House of Coins) in Madrid."
money-heist_paragraph_0000002,144,"Today, the Royal Mint of Spain is a modern facility that uses state-of-the-art technology to produce coins and other currency items. It is also responsible for creating and producing official seals, documents, and stamps, including the highly-regarded Spanish postage stamps. The Royal Mint can produce up to €2.4 billion in the span of 128 hours, depending on various factors such as the type and denomination of the money being produced."
money-heist_paragraph_0000003,144,"The building itself is located in Madrid and is an imposing neoclassical structure with a grand entrance and an expansive interior. Over the years, the building has been renovated and expanded to accommodate modern production processes and security measures, though none of it was enough to stop the robbers from infiltrating and taking multiple hostages."
money-heist_paragraph_0000004,144,"The actual Royal Mint of Spain's building is not in Money Heist, but instead the Spanish National Research Council."
money-heist_paragraph_0000005,144,"In 2016, it was the location of a heist, where a group of robbers who took 67 hostages while staying inside the bank for 11 days in the Royal Mint of Spain Heist. They printed €984 million while in the mint."
money-heist_paragraph_0000006,144,"During the heist, the robbers force some hostages to dig a tunnel as a red herring, while Moscow digs into an already built tunnel from one of the vaults, connecting to the professor's hangar. This tunnel is the robber's intended escape route."
money-heist_paragraph_0000001,1440,"Jesús Colmenar






Full name
Jesús Colmenar


Nationality
 Spanish


Occupation
DirectorProducer"
money-heist_paragraph_0000002,1440,Jesús Colmenar is a Spanish producer and director. He has worked as an executive producer on the series Money Heist.
money-heist_paragraph_0000001,1441,"Esther Martínez Lobato






Full name
Esther Martínez Lobato


Nationality
 Spanish


Occupation
ProducerScreenwriter


Esther Martínez Lobato is a Spanish producer and screenwriter. She has written scripts and co-produced some episodes of Money Heist."
money-heist_paragraph_0000001,1442,"Miguel Ángel Vivas






Full name
Miguel Ángel Vivas


Date of birth
1974


Place of birth
Seville, Spain


Nationality
 Spanish


Occupation
DirectorScreenwriter"
money-heist_paragraph_0000002,1442,Miguel Ángel Vivas is a Spanish director and screenwriter. He has directed some episodes of Money Heist.
money-heist_paragraph_0000001,1443,"Javier Gómez Santander






Full name
Javier Gómez Santander


Date of birth
1983


Place of birth
Peñacastillo, Cantabria, Spain


Nationality
 Spanish


Occupation
JournalistTV HostScreenwriter"
money-heist_paragraph_0000002,1443,"Javier Gómez Santander is a Spanish journalist, TV host and screenwriter. He has written scripts for some episodes of Money Heist."
money-heist_paragraph_0000001,1448,"Pablo Roa






Full name
Pablo Roa


Nationality
 Spanish


Occupation
Screenwriter"
money-heist_paragraph_0000002,1448,Pablo Roa is a Spanish screenwriter. He has contributed to the scripts for some episodes of Money Heist.
money-heist_paragraph_0000001,1449,"Fernando Sancristóbal

Full name
Fernando Sancristóbal Zurita


Date of birth
1983


Nationality
 Spanish


Occupation
Screenwriter"
money-heist_paragraph_0000002,1449,Fernando Sancristóbal is a Spanish screenwriter. He has contributed to the scripts for some episodes of Money Heist.
money-heist_paragraph_0000001,145,"Stockholm





							Part 5 V2
							
						



							Part 5 V1
							
						



							Part 4
							
						



							Part 3
							
						

































Biographical Information

Full Name
Mónica Gaztambide


Nickname(s)
Ágata[2]


Gender
Female


Status
Alive



Relationships

Family
Unnamed brother[1]Unnamed sisterCincinnati (son)Moscow (father in law)


Romance(s)
Arturo Román (former affair)Denver (husband)


Friends
The ProfessorTokyoNairobiRioHelsinkiLisbonBogotáMarseilleMatías CañoManilaAriadna Cascales (formerly)


Enemies
Palermo (dislike)Berlin (near indirect killer)Arturo Román (dislike, attempted victim) GandíaMercedes ColmenarArantxa ArtecheLuis Tamayo



Professional Information

Occupation
Management Secretary at the Royal Mint of Spain (formerly)Robber


Affiliation
Bank of Spain robbers



Series Information

Part(s)
1, 2, 3, 4, 5


Portrayed by
Esther Acebo


Voice Actor
Anne Yatco (English, Original)[3]Tamar Pelzig (English, New)[4]






First appearance
Latest appearance




Episode 1 (Part 1)
A Family Tradition





Mónica Gaztambide, otherwise known as Stockholm (  Spanish:   Estocolmo ), was working as the secretary of the Royal Mint of Spain until she was taken hostage by the robbers."
money-heist_paragraph_0000002,145,"She fell in love with Denver, who looked after her when she was hidden in a vault. She later became a robber in parts 3, 4 and 5 when she decided to escape with the gang."
money-heist_paragraph_0000003,145,"Mónica is well-educated and learns quickly. She only took 6 weeks to prepare for the entrance exams to get a job at the Royal Mint of Spain. While working as a secretary there, she begins an affair with Arturo Román."
money-heist_paragraph_0000004,145,"At the time of the heist, Mónica was pregnant with Arturo Román's child."
money-heist_paragraph_0000005,145,"At the start of the heist she is in the storage facility with Arturo. She had just told Arturo she was pregnant, and the two got into an argument. In the middle of the fight, the Robbers of the Royal Mint of Spain take them hostage. When the robbers take over the mint, they close the security door and make Monica tell people outside the Royal Mint of Spain that it is a technical malfunction."
money-heist_paragraph_0000006,145,"Early during the heist, Berlin tells the hostages that they will request any medicine the hostages need, and Monica requests an abortion pill. Later, Arturo asks her to grab the phone hidden in his jacket pocket located in his office. When Monica goes to accept her pill, she is able to sneak past Oslo to grab the phone. When she successfully retrieves it, she hides it in her red jumpsuit. As she leaves the room, she is stopped by Denver. Denver tries to talk Mónica out of aborting her child, even giving her money for the child. Berlin interrupts the two of them and as Monica leaves the phone unexpectedly goes off. Berlin orders Denver to execute her."
money-heist_paragraph_0000007,145,"Denver brings Mónica to the mint's bathroom where she begs for her life. Denver struggles to kill her, missing his first gun shot. The two of them then devise a plan to keep Monica alive. Monica tells Denver to shoot her in the leg, as it will bleed a lot. Denver follows through and shoots her in the leg to fake her death. Berlin checks to see if the job is done, and Monica is able to fool him. Monica tells Denver he can hide her in Vault 2, a vault she has access to."
