paragraph_id,article_id,paragraph_text
money-heist_paragraph_0000012,1867,"While we encourage you to post money heist-related media, please avoid advertising your own products, domains, discord servers, etc. If you are not sure if something is allowed contact a staff member."
money-heist_paragraph_0000013,1867,"NSFW Content (Sexual content, gore, illegal content, shock-inducing media) is not welcome here."
money-heist_paragraph_0000014,1867,Don't flood chats or post long copypasta's.
money-heist_paragraph_0000015,1867,"Use common sense. Don't try to find loopholes in the rules, if you think something isn't allowed, just don't do it. Staff may punish on their own discretion."
money-heist_paragraph_0000016,1867,"We will always follow Discord's Terms of Service and Guidelines.
- https://discord.com/terms
- https://discord.com/guidelines"
money-heist_paragraph_0000017,1867,These rules may be changed at any given time or moment.
money-heist_paragraph_0000018,1867,This server is governed by the policies of the Money Heist Wiki consequences for actions on the Money Heist Wiki may carry weight here and vice versa.
money-heist_paragraph_0000001,1883,"Tokyo's Mother






Biographical Information

Gender
Female


Status
Deceased


Cause of Death
Cardiac Arrest



Relationships

Family
Silene Oliveira (daughter)



Professional Information

Occupation
Factory worker (formerly)



Series Information

Part(s)
1


Portrayed by
Adelfa Calvo






First appearance
Latest appearance




Episode 1 (Part 1)
Episode 1 (Part 1)





Tokyo's Mother is the mother of the robber, Tokyo."
money-heist_paragraph_0000002,1883,"Tokyo's mother raised her daughter as a single mother. She worked in a suitcase factory, and when she was struggling financially, she had to work the night shift to keep her and her daughter afloat. Therefore, Tokyo spent her days alone when she was only 8 or 9 years old. To combat her daughter's loneliness, Tokyo's mother painted a door in her room as a way to reassure her, telling her she can open the door once and Tokyo's mother will come right to her."
money-heist_paragraph_0000003,1883,"After her daughter's robbery of a van, she is being pursued by the police. The police contact Tokyo's mother to get to Tokyo and Tokyo's mother agrees to help. Tokyo decides to call him, believing that her mother is alone and staying in a place to see each other. After their conversation, Tokyo's mother does not warn him of the trap and hangs up the phone."
money-heist_paragraph_0000004,1883,"Before the Royal Mint of Spain Heist, Tokyo's mother died of cardiac arrest. Tokyo denies at first, feeling resentment because she tried to hand her over to the police. Later in the heist, Tokyo confesses to Rio, saying she is actually quite sad about her mother's death."
money-heist_paragraph_0000001,1885,"Paco Cortés






Biographical Information

Full Name
Paco Cortes


Gender
Male


Status
Alive



Relationships

Family
Aníbal Cortés (son)Rio's Mother (wife)



Series Information

Part(s)
1


Portrayed by
Oscar Zafra






First appearance
Latest appearance




Episode 5 (Part 1)
Episode 8 (Part 1)





Paco Cortés is a character in Money Heist and is the father of the robber Rio."
money-heist_paragraph_0000002,1885,"Paco Cortés is the father of Aníbal Cortés. When he discovers his son's participation in the Royal Mint of Spain Heist, he gives an interview with his wife on television about his son. In the interview he talks about how he always knew his son was in his room on his computer, but he and his wife just believed he was playing video games, not committing crimes. Paco gets quite heated in the interview, even going so far as to confess that for him, ""his son is dead."""
money-heist_paragraph_0000003,1885,"However, hours later they change their minds. They hire a lawyer and are trying to get their son to turn himself in and have a reduced sentence. They meet with the police, who manage to get their son a video to try to convince him to turn himself in."
money-heist_paragraph_0000001,1889,"Rio's Mother






Biographical Information

Gender
Female



Relationships

Family
Aníbal Cortés (son)Paco Cortés (husband)



Series Information

Part(s)
1






First appearance
Latest appearance




Episode 5 (Part 1)
Episode 8 (Part 1)





Rio's Mother is the mother of the robber, Rio."
money-heist_paragraph_0000002,1889,"Rio's Mother is the mother of Aníbal Cortés. When Aníbal was young, he told his mother he wanted to be an olympian. Rio's mother often called Aníbal, Rayo as a nickname."
money-heist_paragraph_0000003,1889,"When she discovers her son's participation in the Royal Mint of Spain Heist, she gives an interview with her husband on television about their son. In the interview she talks about her son with her husband and how they just believed he was playing video games on his computer, not committing crimes. The interview gets quite heated in the interview, with Paco Cortés even going so far as to confess that for him, ""his son is dead,"" to which Rio's mother finds her husband has gone too far."
money-heist_paragraph_0000004,1889,"Hours later, they hire a lawyer and are trying to get their son to turn himself in and have a reduced sentence. They meet with the police, who manage to get their son a video to try to convince him to turn himself in."
money-heist_paragraph_0000001,1894,"Darko Dragić






Biographical Information

Full Name
Darko Dragić


Gender
Male


Status
Alive



Relationships

Family
Oslo (brother)Helsinki (cousin)


Friends
The Professor



Professional Information

Affiliation
Robbers of the Royal Mint of Spain



Series Information

Portrayed by
Alberto Lobo



Darko Dragić is the brother of Oslo."
money-heist_paragraph_0000002,1894,Darko is a man of large build with a shaven head and a full-grown beard.
money-heist_paragraph_0000003,1894,"He is the brother of Oslo, and a cousin of Helsinki"
money-heist_paragraph_0000001,1914,"Kiti Mánver






Full name
María Isabel Ana Mantecón


Date of birth
May 11, 1953 (age 72)


Place of birth
Antequera, Spain


Nationality
 Spanish


Occupation
Actress


Role
Mariví Fuentes


Kiti Mánver (born May 11, 1953) is a Spanish actress who portrays Mariví Fuentes on Money Heist."
money-heist_paragraph_0000001,1919,"Fran Morcillo






Full name
Fran Morcillo


Date of birth
1995[1]


Nationality
 Spanish


Occupation
Actor


Role
Pablo Ruiz


Fran Morcillo is an actor who portrays Pablo Ruiz."
money-heist_paragraph_0000001,1922,"Juan Fernández






Full name
Juan Fernández


Occupation
Actor


Role
Alfonso Prieto


Juan Fernández is an actor who portrays Alfonso Prieto in the series Money Heist."
money-heist_paragraph_0000001,1930,"Clara Alvarado






Nationality
 Spanish


Occupation
Actress


Role
Ariadna Cascales


Clara Alvarado is a Spanish actress who portrays Ariadna Cascales in the series Money Heist."
money-heist_paragraph_0000002,1930,"Clara Alvarado is an actress known for her roles in Money Heist, Yo quisiera and Bajo la red."
money-heist_paragraph_0000001,1937,"Car Junkyard

Type
Car junkyard





First appearance
Latest appearance




Episode 7 (Part 1)
Episode 7 (Part 1)





The Car Junkyard (  Spanish:   desguace ) is the place where the Professor's red Ibiza car was abandoned. The place is guarded by Nikolai Dimitrievich."
money-heist_paragraph_0000002,1937,"Prior to Season 1, Helsinki was tasked with taking the Professor's car to the junkyard and have it crushed in front of his eyes. He was paid €1000 to do so, but Helsinki sent the money to his family instead, and simply left the car intact in the junkyard."
money-heist_paragraph_0000003,1937,"When the Professor hears of this, he goes to the junkyard to find the car. However, he is spotted by Nikolai Dimitrievich who chases him away. The Professor later returns more discreetly and finds the red car. He begins to remove traces of DNA and fingerprints with ammonia. He also intentionally leaves a button from Berlin's jacket there to punish him, as he believed that he had ordered the execution of a hostage."
money-heist_paragraph_0000001,2035,"René






Biographical Information

Full Name
René


Gender
Male


Status
Deceased


Cause of Death
Shot multiple times by police officers



Relationships

Romance(s)
Tokyo (ex-girlfriend)



Professional Information

Occupation
Robber



Series Information

Part(s)
1, 5


Portrayed by
Miguel Ángel Silvestre Rambla






First appearance
Latest appearance




Episode 1 (Part 1)
Live Many Lives





René, is a character of the Netflix series Money Heist. He is the ex-boyfriend of Tokyo."
money-heist_paragraph_0000001,2036,"Sagasta






Biographical Information

Full Name
Sagasta


Gender
Male


Status
Alive



Relationships

Friends
Luis TamayoGandíaSalvador TorrecillaLucas HernandoIsaac CoboArantxa ArtecheMateo CanalejasRamiro Vázquez


Enemies
TokyoBogotáDenverStockholmRioHelsinkiLisbonManilaPalermo



Professional Information

Occupation
Commander of the Special Forces of the Spanish Army


Affiliation
Spanish Army



Series Information

Part(s)
5


Portrayed by
José Manuel Seda






First appearance
Latest appearance




The End of the Road
A Family Tradition





Sagasta is a character in the Netflix series, Money Heist."
money-heist_paragraph_0000002,2036,"Sagasta is a commander of the Special Forces of the Spanish Army. He is hardened in countless international missions against the worst of the human species. Which places him, precisely, in the same place as the men he has killed. He is a born leader, who his men will follow to the end if he asks. He is first seen at his home on leave at his bathroom, contacted by Colonel Tamayo to bring him his team to defeat the Professor's team. When he arrives, he is assigned to lead Special Forces Unit 3 led by Canizo. However, he refuses and demands his own team, but Tamayo refuses to because of the previous crimes his soldiers have committed. Sagasta tells him that he knows every detail about his team and that they are just outside."
money-heist_paragraph_0000003,2036,"During the operation, Tokyo's suicide bombing wiped out the majority of his team. Sagasta, Arteche and Vazquez were the only survivors of the bombing due to their distance from the bombing."
money-heist_paragraph_0000004,2036,Sagasta has short dark hair.
money-heist_paragraph_0000001,2045,"Arantxa Arteche






Biographical Information

Full Name
Arantxa Arteche


Gender
Female


Status
Alive



Relationships

Friends
Luis TamayoSagastaGandíaSalvador TorrecillaLucas HernandoIsaac CoboMateo CanalejasRamiro Vázquez


Enemies
TokyoBogotáDenverStockholmRioHelsinkiLisbonManilaPalermoMatías Caño



Professional Information

Occupation
Soldier of the Special Forces of the Spanish Army


Affiliation
Spanish Army



Series Information

Part(s)
5


Portrayed by
Jennifer Miranda






First appearance




Episode 4 (Part 5)





Arantxa Arteche is a character in the Netflix series, Money Heist."
money-heist_paragraph_0000002,2045,Arteche is a soldier of the Special Forces of the Spanish Army. She previously organized illegal monkey fights in Gibraltar.[1]
money-heist_paragraph_0000003,2045,Arteche has wavy blonde hair. She is strong and can fire a gun very well.
money-heist_paragraph_0000004,2045,"Arteche is brave and determined. After Gandía's impulsiveness led to the death of two fellow soldiers, Arteche tried to kill him in a fit of rage and only stopped after Sagasta ordered her not to."
money-heist_paragraph_0000001,2049,"Mateo Canalejas






Biographical Information

Full Name
Mateo Canalejas


Gender
Male


Status
Deceased


Cause of Death
Killed by a grenade



Relationships

Family
2 unnamed daughters


Friends
Luis TamayoSagastaGandíaSalvador TorrecillaLucas HernandoIsaac CoboArantxa ArtecheRamiro Vázquez


Enemies
TokyoBogotáDenverStockholmRioHelsinkiLisbonManilaPalermo



Professional Information

Occupation
Soldier of the Special Forces of the Spanish Army


Affiliation
Spanish Army



Series Information

Part(s)
5


Portrayed by
Juan Carlos Heredia ""El Porrúo



Mateo Canalejas is a character in the Netflix series, Money Heist."
money-heist_paragraph_0000002,2049,"Mateo Canalejas is a soldier of the Special Forces of the Spanish Army. It is known by Tamayo's description that he once got arrested for playing russian roulette with his service weapon in a bar in Tbilisi. Regardless, he got drafted to Sagasta's squad for the military invervention at the Bank of Spain."
money-heist_paragraph_0000003,2049,He had twin girls under 1 year old.[1]
money-heist_paragraph_0000004,2049,He died during the Bank of Spain Heist.
money-heist_paragraph_0000005,2049,"Canalejas is a tall, robust and bald man, being seen on the show with a more extravagant uniform than his teammates, wearing a tanktop instead of a military blouse."
money-heist_paragraph_0000001,2050,"Ramiro Vázquez






Biographical Information

Full Name
Ramiro Vázquez


Gender
Male


Status
Alive



Relationships

Friends
Luis TamayoSagastaGandíaSalvador TorrecillaLucas HernandoIsaac CoboArantxa ArtecheMateo Canalejas


Enemies
TokyoBogotáDenverStockholmRioHelsinkiLisbonManilaPalermo



Professional Information

Occupation
Soldier of the Special Forces of the Spanish Army


Affiliation
Spanish Army



Series Information

Part(s)
5


Portrayed by
Alberto Amarilla



Ramiro Vázquez is a character in the Netflix series, Money Heist."
money-heist_paragraph_0000002,2050,Ramiro is a soldier of the Special Forces of the Spanish Army. He is a bomb expert and was in a mental hospital in Mondragón.
money-heist_paragraph_0000003,2050,He has an evil laugh and Tamayo describes him as psycho.
money-heist_paragraph_0000004,2050,Ramiro has short dark hair.
money-heist_paragraph_0000005,2050,Vázquez is fearless and picks up grenades for fun. He does an evil laugh when taunting the robbers.
money-heist_paragraph_0000001,2101,"The End Of The Road









Part
Number




5
01





Air date
September 3, 2021


Director
Jesús ColmenarKoldo Serra


Executive Producer(s)
Javier Gómez Santander, Migue Amoedo & Esther Martínez Lobato


Writer(s)
Javier Gómez Santander, Álex Pina, Juan Salvador López



Chronology


← Previous
Next →




The Paris Plan
Do You Believe in Reincarnation?





The End of the Road (  Spanish:   El final del camino ) is the first episode of Part 5 of Netflix's Money Heist. It aired on September 3, 2021."
money-heist_paragraph_0000002,2101,"The Professor faces off with Sierra as Tamayo raises the stakes of the negotiations by calling the army. In the past, Berlin meets with a family member."
money-heist_paragraph_0000003,2101,"The opening begins with Alicia Sierra reflects what Tamayo did to her and walks at the abandoned storm tank. During the celebration Alicia spots the Professor and before the Professor reacts, she points him at gunpoint, mocking him and telling the genius that he’s living like a rat. She wants his entire plan, and then she plans to get him convicted for terrorism. Professor attempts to get out of this extremely sticky situation, and the pair fight, but of course, Sierra wasn’t going to give up so easily."
money-heist_paragraph_0000004,2101,"In flashbacks, Berlin meets his son Rafael, it’s clear they haven’t seen each other for a long time, so they are reconciling. Berlin reveals that he has forgiven Rafael for being born, as his birth completely destroyed Berlin's 'exquisite' relationship with his ex-wife (Rafael's mother). Berlin’s wife Tatiana shows up looking classy and sexy, which slightly annoys Rafael. Berlin’s usual sinister side comes out as he asks Rafael if he’d sleep with Tatiana. if he'd not be married to her. The conversation then turns to Berlin trying to convince Rafael to do a heist with him as he’s a cyber security engineer from MIT, Massachusetts. Rafael calls Berlin a despicable and selfish human being, but Berlin vows to give him a path to freedom, liberating him from a normal desk job with meetings, and offering a life of adventure."
money-heist_paragraph_0000005,2101,"In another flashback, lovestruck Professor tells Lisbon about the Rome plan. He is sure that the police will turn to the army once they manage to return one of their own to the bank. He knows that the police's sole aim will be to destroy them, so they will need to get out as soon as possible."
money-heist_paragraph_0000006,2101,"In the present, Lisbon arrives at the bank and orders Palermo to start the extraction of the gold that has been melted. Bogota disagrees with speeding up the exit plan and raises his concerns to Palermo."
money-heist_paragraph_0000007,2101,"In the tent, Tamayo believes that this a matter of National Security and wants to involve the army, ordering Sagasta to get ready for an intervention. Much to the surprise of Angel and Suarez, who believe that this is a civil conflict and needs to be sorted by the police."
money-heist_paragraph_0000008,2101,"Marseille, who used a military helicopter to smartly drop Lisbon on the bank roof, is being tracked down by Tamayo’s team. He lands the helicopter at a farm, and then the authorities arrive. Benjamín acts like an innocent farmer nearby, and he instantly implements distraction tactics, accusing the officers of killing two of his lambs nearby. Benjamin purposefully describes the wrong car that drove off, so the police chase the wrong person. A different man gets out of the car with a bomb strapped to him but shows in a flashback that it's the husband of the fake Lisbon. In comedic fashion, Angel tells Tamayo that they have been duped again. Meanwhile, Benjamin enters the farm truck revealing Marseille and gets away"
money-heist_paragraph_0000009,2101,"In the bank, Tokyo tells Lisbon that love grows exponentially during a heist because it could be “over very quickly.” She describes her previous heists with her lover, René and how it felt indestructible and amazing. This was the lover that was killed outside a bank. In a touching moment, Tokyo states that she will never find love like that again."
money-heist_paragraph_0000010,2101,"As the episode wears on, it’s clear something is “just not quite right”. Lisbon is trying to radio into the Professor, but he’s tied up by Sierra. She’s interrogating the Professor for information and cruelly shoots him in the foot. Professor reveals that they are getting the gold out by making them into nuggets and putting them through the sewer systems. Sierra does not believe him. She threatens the Professor by placing him above sewer water while chained up, but Professor refuses to give in, so she leaves him hanging, levitated above the water."
money-heist_paragraph_0000011,2101,"Soon, Sierra forces Professor to answer the radio. He tells Lisbon that the authorities know about the Stormwater Tank, and then Sierra reveals herself, speaking into the radio. The others now know that Professor is captured. Flashbacks reveal that Professor told Lisbon that if the authorities know about the Stormwater Tank, then it’s all over. In the present day, Professor delivers an emotional moment, apologizing to each member of his team one at a time."
money-heist_paragraph_0000012,2101,"The episode ends in dramatic circumstances, with Helsinki looking outside, and seeing the military approaching."
money-heist_paragraph_0000001,2103,"Welcome To The Show Of Life









Part
Number




5
03





Air date
September 3, 2021


Director
Koldo Serra


Executive Producer(s)
Javier Gómez Santander, Migue Amoedo & Esther Martínez Lobato


Writer(s)
Javier Gómez Santander, Álex Pina, Juanjo Ramírez Mascaró & Juan Salvador López



Chronology


← Previous
Next →




Do You Believe in Reincarnation?
Your Place in Heaven





Welcome to the Spectacle of Life (  Spanish:   El espectáculo de la vida ) is the third episode of Part 5 of Netflix's Money Heist. It aired on September 3, 2021."
money-heist_paragraph_0000002,2103,A betrayal and an emergency both catch Sierra by surprise. Palermo rallies the troops as the army closes in on the gang.
money-heist_paragraph_0000003,2103,"Stockholm revive Arturo after shooting him. At last Arturo got the pulse. Stockholm demands to free Arturo so that he can take to the hospital. Palmero was convinced to release Arturo by Lisbon. The Governor was released with Arturo and some hostages. Tamayo wants everyone to think the heist team are murderers, and he holds a press conference, calling Sierra a traitor. If Sierra's captured, she will be imprisoned. Her water breaks at the Professor's place. The flashback of  Denver, Benjamin and Moscow shows. Professor tries to convince Sierra to join them as she will be in prison if she not joined. Sierra is in labour pain."
money-heist_paragraph_0000004,2103,"Tamayo plans the attack with his army unit led by Sagasta. Inside the bank, Palmero convince the heist team an attack for an attack. Captain Gandia also joins Sagasta's team. Sagasta's plans to enter into the building from the roof only. At last Tamayo plans to blow up the roof."
money-heist_paragraph_0000005,2103,Professor helps Sierra in her childbirth. The heist team get ready to attack the army. They plan not to stop the gold melting on any attack. The army starts the operation by blowing the roof.
money-heist_paragraph_0000001,2104,"Your Place In Heaven









Part
Number




5
04





Air date
September 3, 2021


Director
Álex Rodrigo & Jesús Colmenar


Executive Producer(s)
Javier Gómez Santander, Migue Amoedo & Esther Martínez Lobato


Writer(s)
Javier Gómez Santander, Álex Pina, Juanjo Ramírez Mascaró & Juan Salvador López



Chronology


← Previous
Next →




Welcome to the Spectacle of Life
Live Many Lives





Your Place in Heaven (  Spanish:   Tu sitio en el cielo ) is the fourth episode of Part 5 of Netflix's Money Heist. It aired on September 3, 2021."
money-heist_paragraph_0000002,2104,"With Helsinki's life in danger, the thieves mount a covert counter attack. Years earlier, Berlin and his son conduct their first heist together."
money-heist_paragraph_0000003,2104,Helsinki get Injured because of roof blowing. The professor again gains control and starts guide the team. But The heist team is surrounded by the military.
money-heist_paragraph_0000004,2104,"In the flashback, Berlin plan to conduct a heist with his team, son Patrick Criado (Rafael) and wife. They did it successfully but Berlin teach a lesson to his son of Patrick's arrogance by throwing a gold suitcase into the water. But later they take the gold suitcase back."
money-heist_paragraph_0000005,2104,"In the present, the fight continues. Helsinki's condition is getting worst. The heist team reaches near to Helsinki. Helsinki tells Palermo to cut his leg as it is very hard to move the large marble statue from his leg. On the side, professor gives order to set free the all hostages without masks to distract the snipers on the roof. Lisbon did a trick by putting a mic in governor's handcuff.  All the hostages and the heist team (Tokyo, Manila and Denver) come on the roof and remove the masks. Palermo's team tried to remove the status by using a beam."
money-heist_paragraph_0000006,2104,"Professor calls Tamayo and make him to hear Tamayo's recording recorded by the mic in the handcuff. Professor threats Tamayo to stop the attack. Tamayo gives an order to stop the attack. Palermo's team remove the statue. But again the firing starts on the roof and inside the bank. Then After the signal from Palermo, all three (Tokyo, Manila and Denver) jump from the roof into the bank through broken roof. After this move from the heist team, The military team is surrounded by the heist team."
money-heist_paragraph_0000007,2104,"Sagasta demands for backup team, but Tamayo refuses. Sagasta's team throws grenades and starts firing instead of surrender. Gandia uses his fingerprint to shut the doors with the safety lock so that nobody can enter."
money-heist_paragraph_0000001,2105,"Live Many Lives









Part
Number




5
05





Air date
September 3, 2021


Director
Jesús Colmenar & Koldo Serra


Executive Producer(s)
Javier Gómez Santander, Migue Amoedo & Esther Martínez Lobato


Writer(s)
Javier Gómez Santander, Álex Pina, Juanjo Ramírez Mascaró, Juan Salvador López, David Barrocal & Esther Martínez Lobato



Chronology


← Previous
Next →




Your Place in Heaven
Escape Valve





Live Many Lives (  Spanish:   Vivir muchas vidas ) is the fifth episode of Part 5 of Netflix's Money Heist. It aired on September 3, 2021."
money-heist_paragraph_0000002,2105,"While surrounded by gunfire and trapped in the kitchen, Tokyo reminisces about her first love and her initial encounter with the Professor."
money-heist_paragraph_0000003,2105,"In the flashback, Tokyo's first love René got killed. Professor and Berlin are watching the Tokyo's heist news in TV. Tokyo is running away from the police after unsuccessful heist."
money-heist_paragraph_0000004,2105,"In present, the firing continues. Rio tries to hack the door system of museum. Tokyo engages the military team by targeting Gandia. Gandia throws a grenade and that returns back to them. Two from military team got  wounded and one dead. Stockholm cures Helsinki. Arteche and Gandia starts fighting with each other. They stop fighting and take positions. The heist team tries to cut the door. Professor introduces Sierra and his new born daughter to the team. They give her a name Victoria."
money-heist_paragraph_0000005,2105,The military team did holes to kitchen. Tokyo fires through hole and hits at knee on the other side. Tokyo runs away but The snipers start firing. Tokyo gets shot five bullets. Rio tries to break the ceiling to save Tokyo. Monica gave an idea to use service life to get out from the kitchen. Tokyo asked everybody to leave as she can not get downstairs through rope to four floor. Rio did a hole into kitchen's floor. But they enter into the kitchen. Tokyo starts firing alone at them. At last Gandia reaches to Tokyo but Tokyo uses a grenade to kill Gandia with her.
money-heist_paragraph_0000001,2114,"Almansa






Biographical Information

Full Name
Almansa


Gender
Male



Relationships

Family
Unnamed wife



Professional Information

Occupation
Police officer



Series Information

Part(s)
1






First appearance
Latest appearance




Episode 2 (Part 1)
Episode 8 (Part 1)





Almansa  is a police officer who works on the case of the Royal Mint of Spain Heist."
money-heist_paragraph_0000002,2114,"In October 2016, at the start of the Royal Mint of Spain Heist, Almansa makes a call to his wife to warn her that he could not have dinner with his in-laws this evening. When he makes that phone call, the police pick up the signal and believe the robbers are trying to communicate, causing a false alarm.[1]"
money-heist_paragraph_0000001,2115,"Rainbow Six Siege is a first person shooter game. It collaborated with Money Heist to make a limited time event from November 20 - November 25, 2019. It was introduced during the Operation Ember Rise expansion and takes place in the Rainbow Six Siege map: Bank."
money-heist_paragraph_0000002,2115,"There’s a situation going on at the Bank. A hostage was taken, and it’s up to you to ensure their safety. The heist is ongoing, and the tension is coming to a head."
money-heist_paragraph_0000003,2115,"For Rainbow Six: Siege’s first collaboration with Netflix, we are bringing you a short event themed after their Spanish-language series, Money Heist.[1]"
money-heist_paragraph_0000004,2115,"The Money Heist event is a classic Hostage match, where Attackers and Defenders must fight over a Hostage dressed in the series' iconic mask and red jumpsuit. Hibana and Vigil are also equipped with the same look, and players can pick them to play with.[1]"
money-heist_paragraph_0000005,2115,A full set of four items for both Hibana and Vigil were available for purchase in the shop during the event and were there for approximately a year.[1]
money-heist_paragraph_0000006,2115,"Hibana’s Heist Bundle contains the Red Jumpsuit uniform, Emboldened headgear, Tokyo charm and Regal Mint weapon skin for the TYPE-89.[1]"
money-heist_paragraph_0000007,2115,"Vigil’s Accomplice Bundle includes the Red Jumpsuit uniform, Nameless headgear, The Surrealist charm and Fresh Paper weapon skin for the K1A.[1]"
money-heist_paragraph_0000001,2125,"Watch Dogs: Legion is an action adventure game that collaborated with Money Heist to make a free co-op mission based on the show. The free weekend was from Friday, September 3 - September 5, 2021.[1]"
money-heist_paragraph_0000002,2125,"The game can be played with up to three other players. The mission, titled Paperless, lets players don the series' signature masks and red jumpsuits to execute a crypto heist at the Bank of England. Clan Kelley force take over the bank and are storing millions of counterfeit ETO on the network. Players must sneak into the bank, disable the firewall, download the crypto, and make their escape across the Thames. Once completed, an exclusive skin for recruits will be unlocked."
money-heist_paragraph_0000003,2125,The mission is available for Watch Dogs: Legion Online players.[2]
money-heist_paragraph_0000001,2126,"Rafael






Biographical Information

Full Name
Rafael de Fonollosa


Age
31


Gender
Male


Status
Alive



Relationships

Family
Berlin (father)The Professor (uncle)Jesús Marquina (grandfather)


Romance(s)
Tatiana (girlfriend)


Friends
The Professor (uncle)



Professional Information

Occupation
EngineerRobber


Affiliation
Bank of Spain Robbers



Series Information

Part(s)
5


Portrayed by
Patrick Criado






First appearance




The End of the Road





Rafael de Fonollosa, is a character in the Netflix series Money Heist, portrayed by actor Patrick Criado."
money-heist_paragraph_0000002,2126,Robber
money-heist_paragraph_0000003,2126,"Rafael, the prodigal son of Berlin, is an Electronics Engineers from MIT, Massachusetts with a post-degree in cybersecurity and has only one thing clear that he does not want to be a thief like his father."
money-heist_paragraph_0000004,2126,He is known to be a friend of The Professor and the son of Berlin.
money-heist_paragraph_0000005,2126,"During Tatiana and Berlin's marriage, Tatiana falls in love with Berlin's son, Rafael and divorces Berlin. As Berlin previously told Tatiana the plans of the heist and later denied her his inheritance, Tatiana and Rafael worked together to steal all the extracted gold (90 tons) from the robbers by having a group of people pretending to be police officers. The gold was buried in the ground and covered by a house and fake lawn. However, their plan does not work out as Alicia Sierra, who was working with The Professor, uncovers the hidden location and takes the gold back."
money-heist_paragraph_0000001,2132,"Salvador Torrecilla

Biographical Information

Full Name
Salvador Torrecilla


Gender
Male


Status
Deceased



Professional Information

Occupation
Soldier of the Special Forces of the Spanish Army


Affiliation
Spanish Army



Series Information

Part(s)
5



Salvador Torrecilla is a character in the Netflix series, Money Heist."
money-heist_paragraph_0000002,2132,Salvador is a soldier of the Special Forces of the Spanish Army. He pretended to be kidnapped by Boko Haram after spending 6 days copulating with the chancellor's daughter in Mali.
money-heist_paragraph_0000001,2147,"Benjamín Martínez






Biographical Information

Full Name
Benjamín Martínez


Nickname(s)
Logroño (by Sierra)


Gender
Male


Status
Alive



Relationships

Family
Manila (daughter)


Friends
DarkoSheilaThe ProfessorLisbonAlicia SierraJakovAgustin Ramos ✞Denver


Enemies
Alicia Sierra (formerly)



Professional Information

Affiliation
RobbersAsturian Miners



Series Information

Part(s)
5


Portrayed by
Ramón Agirre


Voice Actor
Alon Abutbul (English, New)[1]






First appearance




Strike the Tent





Benjamín Martínez, also known as Logroño, is a character in the Netflix series, Money Heist. He is the father of Manila and helps the Professor during the Bank of Spain Heist.[2]"
money-heist_paragraph_0000002,2147,"Prior to the Bank of Spain heist, Benjamin is known to be a friend to Moscow"
money-heist_paragraph_0000003,2147,"Benjamín helps with the Bank of Spain Heist by working on the outside with Marseille, Boris and the Professor. Starting from making an escape point from a Chinese restaurant to  the Supreme court to save Lisbon."
money-heist_paragraph_0000004,2147,"His daughter Manila is a robber in the heist. According to Manila, Benjamín was initially not accepting of transgender people, which made it difficult for her to come out."
money-heist_paragraph_0000005,2147,Benjamín is mostly bald with small amounts of grey hair. He is usually seen wearing glasses.
money-heist_paragraph_0000006,2147,"He is very keen on gender stereotypes such as, colors. When Marseille bought baby needs for baby Victoria, he got them all pink, in which Benjamin argued against it."
money-heist_paragraph_0000001,2170,Bella Ciao is a song that is often featured in Money Heist. It is an Italian folk song that was sung by mondina workers to protest harsh working conditions. It was later adopted by resistant Italian partisans during the anti-fascist resistance in World War II.
money-heist_paragraph_0000002,2170,"In the show, the robbers sing this song as a symbol of resistance against the Spanish Police and Government. It is sung in several notable scenes."
money-heist_paragraph_0000003,2170,"There arefive versions of this song: lively, long, funeral, percussive, credits. The lively version is heard when Moscow finds the second tunnel, the robbers all sing   Bella Ciao  together.[1]. The long version is heard in a flashback to the Toledo House, the Professor and Berlin perform ""Bella Ciao"" after a long discussion (long version)[2] It is also heard when Raquel and the Professor drive to the Toledo house. The funeral version is played on a harmonica by Helsinki as the doors of the bank are opened for the First missile. The credits version of Bella Ciao is sung on the End credits of Part 4 Plan Paris by Alicia Sierra. The final time we heard it is the percussive version which the robbers used cans as they sing at the Gold vault to raise their spirits."
money-heist_paragraph_0000004,2170,"Una mattina mi son svegliato,"
money-heist_paragraph_0000005,2170,"o bella ciao, bella ciao, bella ciao ciao ciao!"
money-heist_paragraph_0000006,2170,Una mattina mi son svegliato
money-heist_paragraph_0000007,2170,e ho trovato l'invasor.
money-heist_paragraph_0000008,2170,"O partigiano portami via,"
money-heist_paragraph_0000009,2170,"o bella ciao, bella ciao, bella ciao ciao ciao"
money-heist_paragraph_0000010,2170,o partigiano portami via
money-heist_paragraph_0000011,2170,che mi sento di morir.
money-heist_paragraph_0000012,2170,"E se io muoio da partigiano,"
money-heist_paragraph_0000013,2170,"o bella ciao, bella ciao, bella ciao ciao ciao,"
money-heist_paragraph_0000014,2170,e se io muoio da partigiano
money-heist_paragraph_0000015,2170,tu mi devi seppellir.
money-heist_paragraph_0000016,2170,"Seppellire lassù in montagna,"
money-heist_paragraph_0000017,2170,"o bella ciao, bella ciao, bella ciao ciao ciao,"
money-heist_paragraph_0000018,2170,seppellire lassù in montagna
money-heist_paragraph_0000019,2170,sotto l'ombra di un bel fior.
money-heist_paragraph_0000020,2170,"E le genti che passeranno,"
money-heist_paragraph_0000021,2170,"o bella ciao, bella ciao, bella ciao ciao ciao,"
money-heist_paragraph_0000022,2170,e le genti che passeranno
