sentence_id,article_id,sentence_text
money-heist_sentence_0000001,1059,"Monk João






Biographical Information

Full Name
João dos Santos


Gender
Male


Status
Alive



Relationships

Friends
BogotáNairobiTokyoRioMarseilleDenverStockholmHelsinkiManilaPalermoThe ProfessorLisbonMarseilleBerlin


Enemies
SuárezLuis Tamayo



Professional Information

Occupation
RobberMonk


Affiliation
Bank of Spain robbers



Series Information

Part(s)
3


Portrayed by
Neymar






First appearance
Latest appearance




Everything Seemed Insignificant
Astray





João dos Santos, also known by his alias, Cairo, is one of the main characters of the Netflix series Money Heist, played by Neymar."
money-heist_sentence_0000002,1059,Monk
money-heist_sentence_0000003,1059,"João was born in São Paulo, he has known Berlin for 6 years, before the second robbery, he worked as a monk."
money-heist_sentence_0000004,1059,João has black hair and wears a red jumpsuit
money-heist_sentence_0000005,1059,He is a kind monk.
money-heist_sentence_0000006,1059,João is played by the Brazil football player and former Barcelona player Neymar.
money-heist_sentence_0000007,1059,Jr
money-heist_sentence_0000001,1060,"Neymar






Full name
Neymar da Silva Santos Júnior


Date of birth
February 5, 1992 (age 34)


Place of birth
São Paulo, Brazil


Occupation
Football player


Role
João


Neymar is a professional Brazilian soccer player who plays as a forward for Saudi Pro League club Al-Hilal and the Brazil national team."
money-heist_sentence_0000002,1060,He is widely considered to be one of the best players in the world.
money-heist_sentence_0000003,1060,He had a cameo role as the monk João.
money-heist_sentence_0000001,1092,"María Pedraza






Full name
María Pedraza


Date of birth
January 26, 1996 (age 30)


Place of birth
Madrid, Spain


Nationality
 Spanish


Occupation
ActressBallerina


Years active
2017-present


Partner(s)
Jaime Lorente (2018-2020)


Role
Alison Parker





First appearance
Lastest appearance




Episode 1 (Part 1)
Episode 6 (Part 2)





María Pedraza (born January 26, 1996) is a Spanish actress and ballerina."
money-heist_sentence_0000002,1092,She portrayed Alison Parker on Netflix's Money Heist.
money-heist_sentence_0000003,1092,Pedraza is best known for portraying Alison Parker in the Spanish series Money Heist and Marina in the series Élite.
money-heist_sentence_0000004,1092,She also starred as Triana in the series Toy Boy.
money-heist_sentence_0000005,1092,Pedraza was discovered through her Instagram account by film director Esteban Crespo who invited her to attend an audition for the lead role of his debut opera AMAR.
money-heist_sentence_0000006,1092,"From 2018-2020, Pedraza dated Jaime Lorente."
money-heist_sentence_0000007,1092,[1][2]
money-heist_sentence_0000001,1093,"Mercedes Colmenar






Biographical Information

Full Name
Mercedes Colmenar


Gender
Female


Status
Alive



Relationships

Friends
Alison ParkerPablo RuizAriadna Cascales Arturo RománMónica Gaztambide (formerly)


Enemies
RioTokyoBerlinMónica Gaztambide



Professional Information

Occupation
Teacher at Brighton College



Series Information

Part(s)
1, 2


Portrayed by
Anna Gras


Voice Actor
Dorothy Elias-Fahn (English, Original)






First appearance
Latest appearance




Episode 1 (Part 1)
Episode 9 (Part 2)





Mercedes Colmenar is a high school teacher, who takes her students on a trip to the Royal Mint of Spain, and ends up being a hostage, along with her students."
money-heist_sentence_0000002,1093,"After working in a number of public high schools and being unemployed for almost a year, she finally found her dream job: teaching at Brighton College in Madrid, a well-known institution in Spain."
money-heist_sentence_0000003,1093,"She teaches philosophy, ethics and the history of religions."
money-heist_sentence_0000004,1093,She also runs workshops on the environment and sex education.
money-heist_sentence_0000005,1093,Mercedes has brown hair.
money-heist_sentence_0000006,1093,Mercedes cares about her students.
money-heist_sentence_0000007,1093,"She is somewhat timid, but is brave when it comes to defending her students."
money-heist_sentence_0000008,1093,She insisted on seeing Silvia after she was taken away.
money-heist_sentence_0000001,1124,"Vane

Biographical Information

Gender
Female


Status
Alive



Relationships

Romance(s)
Denver (ex-boyfriend)



Vane is Denver's ex-girlfriend who was also a robber."
money-heist_sentence_0000002,1124,Limited information is known about her.
money-heist_sentence_0000003,1124,"According to Denver's father, Moscow, all of Denver's girlfriends prior to the first heist, including Vane, were neither attractive nor intelligent."
money-heist_sentence_0000001,114,"Rio





							Part 5 V2
							
						



							Part 5 V1
							
						



							Part 4
							
						



							Part 3
							
						

































Biographical Information

Full Name
Aníbal Cortes


Nickname(s)
Bro (by Denver)Snotty Little Child (by Berlin)Rayo (by Rio's parents)


Age
20 (season one) 23 (season 3) (born 1997) [1][2]


Gender
Male


Status
Alive



Relationships

Family
Paco Cortés (father)Unnamed mother


Romance(s)
Tokyo (ex-girlfriend)


Friends
The ProfessorHelsinkiDenverNairobiStockholmOsloMoscowLisbonBogotáMarseille


Enemies
Berlin (dislike)Palermo (dislike)Alicia Sierra (torturer)Alfonso PrietoGandía



Professional Information

Occupation
HackerRobber


Affiliation
Royal Mint of Spain robbersBank of Spain robbers



Series Information

Part(s)
1, 2, 3, 4, 5


Portrayed by
Miguel Herrán


Voice Actor
Johnny Yong Bosch (English, Original)[3]Ryan Rickard (English, New)[4]






First appearance
Latest appearance




Episode 1 (Part 1)
Live Many Lives





Aníbal Cortés, also known by his alias, Rio (  Spanish:   Río ), is one of the main characters in the Netflix series Money Heist, portrayed by actor Miguel Herrán."
money-heist_sentence_0000002,114,23 (season 3) (born 1997) [1][2]
money-heist_sentence_0000003,114,Rio was born in Getafe.
money-heist_sentence_0000004,114,"His nickname given by his mother was Rayo, meaning lightning bolt in Spanish."
money-heist_sentence_0000005,114,At young age he became interested in computers and began programming at the age of 6.
money-heist_sentence_0000006,114,[5] He often locked himself in his room for hours.
money-heist_sentence_0000007,114,"His parents believed that he was working or playing on his computer, but he was actually beginning his career as a hacker."
money-heist_sentence_0000008,114,[6]
money-heist_sentence_0000009,114,"In 2010, he engaged in multiple cyber-attacks, which were all done discretely so the police couldn’t track him."
money-heist_sentence_0000010,114,He stole banking data and attacked North American servers.
money-heist_sentence_0000011,114,"These hacks were reported by several online newspapers such as La Voz, La Nación, El Diario.com, however his identity was never discovered."
money-heist_sentence_0000012,114,Rio took part in the heist at the Royal Mint of Spain heist.
money-heist_sentence_0000013,114,"During the learning process and preparation for the heist, he developed feelings for his fellow robber Tokyo and they began a secret relationship despite The Professor's request for participants not to fraternize."
money-heist_sentence_0000014,114,"On the day before the heist, he gives Tokyo a dogtag necklace with his real name and proposes to her."
money-heist_sentence_0000015,114,"On the first day of the heist, Rio hacks the security cameras and alarms of the Mint and redirects it the to the hangar where the Professor hides."
money-heist_sentence_0000016,114,"While accompanying Alison Parker, he fights with Tokyo which allows Alison to grab her phone to delete the picture of her on Instagram."
money-heist_sentence_0000017,114,"However, the police hacked her phone and turned on her front camera, allowing them to see the inside of the Mint and Rio's face."
money-heist_sentence_0000018,114,"After the police identified him, they started searching for the identity of other robbers."
money-heist_sentence_0000019,114,"Eventually, they discovered that Rio had visited the mint a few months ago with Tokyo, jeopardising the heist."
money-heist_sentence_0000020,114,"When Berlin discovers the truth, he sends two fellow robbers to beat up Rio."
money-heist_sentence_0000021,114,"Left behind, Rio was found by law enforcement agents and captured."
money-heist_sentence_0000022,114,"He was brutally tortured by Alicia Sierra and became the catalyst of a second robbery, the Bank of Spain heist, with the crew reuniting in an attempt to save him."
money-heist_sentence_0000023,114,Rio has short brown hair.
money-heist_sentence_0000024,114,"He's one of the most athletic member of the gang and is very muscular, with huge arms and a strong shape."
money-heist_sentence_0000025,114,"Rio is playful, naïve, and innocent compared to his fellow crew members, causing him to be considered the ""weakest link""."
money-heist_sentence_0000026,114,"His naïvety caused problems, which drove the Professor to kick him out of the group, however Tokyo stopped it."
money-heist_sentence_0000027,114,"However, he can also show  some brutality - or even cruelty against his enemies."
money-heist_sentence_0000028,114,He thus was about to torture Alison and Arturo during the heists.
money-heist_sentence_0000029,114,Rio still cares for his family.
money-heist_sentence_0000030,114,He was upset upon hearing his parents talk about their disappointment and was emotional when he watched the video of his parents.
money-heist_sentence_0000031,114,"He considered surrendering himself, but later decided to continue with the heist."
money-heist_sentence_0000032,114,"Rio is a very skilled hacker, having attacked multiple websites and being recruited as the tech expert for a very complicated heist."
money-heist_sentence_0000033,114,He is shown to have enough knowledge of the deep web to know where he can buy weapons.
money-heist_sentence_0000034,114,"According to the Spanish police, he is an alarm expert that worked in a security company for 2 years."
money-heist_sentence_0000035,114,[7]
money-heist_sentence_0000036,114,"Rio is shown to be at least a bit skilled with weapons, knowing how to use them."
money-heist_sentence_0000037,114,He blasted a armored military vehicle and burned its passengers alive.
money-heist_sentence_0000038,114,"As stated by Alison Parker, he doesn’t hold a weapon like a professional."
money-heist_sentence_0000039,114,"He is supposed to be skilled in all the things the professor taught him and his fellow crew members, although some have never been shown."
money-heist_sentence_0000040,114,Rio begins a romantic relationship with Tokyo during their time at the Toledo Estate.
money-heist_sentence_0000041,114,"Rio and Tokyo's relationship jeopardised on the Royal Mint of Spain heist, as it affected their behavior and caused them to make impulsive decisions."
money-heist_sentence_0000042,114,"After the first heist, they eloped together and spent time hiding on an island in the Caribbean."
money-heist_sentence_0000043,114,"However, Tokyo eventually felt bored and desired to go to the city."
money-heist_sentence_0000044,114,"When Tokyo forgets to call Rio, he stresses and repeatedly calls her."
money-heist_sentence_0000045,114,"Unbeknownst to Rio, the cell phone was registered to him and his repeated calls allowed Interpol to trace his location, resulting in his arrest."
money-heist_sentence_0000046,114,Mónica became especially close with Rio during the heist of the Bank of Spain as Rio was experiencing PTSD as a result of the torture by Alicia Sierra.
money-heist_sentence_0000047,114,"It was hard for him to open up to other crew members, so he turned to Mónica as she was more understanding and caring."
money-heist_sentence_0000001,1217,"Amanda






Biographical Information

Gender
Female


Status
Alive



Relationships

Romance(s)
Miguel (crush)


Friends
PaquitaMiguel Fernández TalanillaMario UrbanejaManilaNairobi


Enemies
Arturo Román (rapist)



Professional Information

Occupation
Secretary



Series Information

Part(s)
3, 4, 5


Portrayed by
Olalla Hernández






First appearance
Latest appearance




48 Meters Underground
A Family Tradition





Amanda is the secretary of the Governor of the Bank of Spain."
money-heist_sentence_0000002,1217,"Amanda is the secretary to the Governor of the Bank of Spain, Mario Urbaneja."
money-heist_sentence_0000003,1217,"She appears in flashbacks of Berlin, when he was attending a meeting with the Governor of the Bank of Spain."
money-heist_sentence_0000004,1217,She is seen throughout the heist with Arturo Román.
money-heist_sentence_0000005,1217,"He had given her anxiety sleep inducing pills, using them later to take advantage of her while she was knocked out."
money-heist_sentence_0000006,1217,"Amanda's main appearances are in a red jumpsuit, as a hostage of many under the heist."
money-heist_sentence_0000007,1217,Amanda is a nervous person.
money-heist_sentence_0000008,1217,Amanda is the secretary to Urbaneja at the Bank of Spain.
money-heist_sentence_0000009,1217,She seems to be well treated and a good employee.
money-heist_sentence_0000001,1363,"Suárez






Biographical Information

Gender
Male


Status
Alive



Relationships

Friends
Ángel RubioRaquel Murillo (formerly)Luis TamayoAlicia SierraAlfonso PrietoBenito Antoñanzas


Enemies
Raquel MurilloBerlin (victim)The ProfessorPalermo



Professional Information

Occupation
Police Officer


Affiliation
Spanish Police



Series Information

Part(s)
1, 2, 3, 4, 5


Portrayed by
Mario de la Rosa‏‎


Voice Actor
Kyle McCarley (English, Original)[1]Rocco Narva (English, New)[2]






First appearance
Latest appearance




Episode 2 (Part 1)
A Family Tradition





Suárez is a character in the Netflix series, Money Heist."
money-heist_sentence_0000002,1363,He is a member of the Spanish Police Force.
money-heist_sentence_0000003,1363,"He is part of the police intervention group, Grupo Especial de Operaciones."
money-heist_sentence_0000004,1363,Suárez was in charge of the operations of the Grupo Especial de Operaciones during the Royal Mint of Spain robbery.
money-heist_sentence_0000005,1363,"Under the instructions of Raquel Murillo, he was ordered to shoot a masked person when several hostages and robbers went onto the roof."
money-heist_sentence_0000006,1363,"[3] However, this person turned out to be Arturo Román, a hostage."
money-heist_sentence_0000007,1363,He was later treated by a medical team.
money-heist_sentence_0000008,1363,[4]
money-heist_sentence_0000009,1363,"He later tried to enter the mint with Agent García Lobo to infiltrate the robbery from the inside, by wearing Dalí masks."
money-heist_sentence_0000010,1363,"However, the Professor, being aware of the police plan, warns the group of robbers."
money-heist_sentence_0000011,1363,All the hostages and robbers change their masks to a mask resembling The Scream by Edvard Munch.
money-heist_sentence_0000012,1363,The police immediately abort the operation.
money-heist_sentence_0000013,1363,[4]
money-heist_sentence_0000014,1363,"Later, he takes over control of operations with Alfonso Prieto when Raquel Murillo is suspected of complicity with the robbers."
money-heist_sentence_0000015,1363,"When the robbers leave the Factory, he leads a group of police officers to enter the scene."
money-heist_sentence_0000016,1363,"They will eventually bring down Berlin who dies instantly, who stayed to allow the other robbers to escape."
money-heist_sentence_0000017,1363,Suárez has short dark hair.
money-heist_sentence_0000018,1363,He usually acts rationally but is a nice person.
money-heist_sentence_0000001,141,"Browning Machine Gun






General Information

Producer
John Moses Browning


Weapon Type
Heavy machine gun



Behind the scenes

First appearance
Episode 1 (Part 1)


Last appearance
Episode 9 (Part 2)




The ""Browning"" Machine Gun was a heavy machine gun utilised in the robbery of the National Bank of Spain."
money-heist_sentence_0000002,141,"The Machine gun was bought on the dark web by Rio, guided by the professor."
money-heist_sentence_0000003,141,The Browning is first seen at the first attempt of the police to break into the bank.
money-heist_sentence_0000004,141,"As they use a micro-camera to look through the door, they see hostages and robbers, all dressed up the same, aiming their guns at them and the middle one revealing the Browning."
money-heist_sentence_0000005,141,Out of fear for the machine gun the police decides to retreat.
money-heist_sentence_0000006,141,The Browning appears again when the police tries to get in to the bank through a hole made by escaping hostages.
money-heist_sentence_0000007,141,"As the robbers are under heavy fire, Tokyo runs back and returns with the machine gun."
money-heist_sentence_0000008,141,"When she starts shooting, the police retreats again."
money-heist_sentence_0000009,141,It’s last appearance happens in the last episode of Part 2.
money-heist_sentence_0000010,141,"As the robbers are preparing to leave the bank, Berlin orders Helsinki to get the Browning."
money-heist_sentence_0000011,141,"Later, when almost everybody has gone through the tunnel, Berlin reveals he plans to stay behind with Ariadna to hold off the police."
money-heist_sentence_0000012,141,"As the others leave after some talking, Berlin takes his final stand behind the machine gun."
money-heist_sentence_0000013,141,"As the police rushes in, Berlin starts shooting, making the police hide behind the corners."
money-heist_sentence_0000014,141,"After numerous failed attempts to rush to him while he is reloading, they decide to blow up the gun with grenades."
money-heist_sentence_0000015,141,"Which they do, sealing it’s fate."
money-heist_sentence_0000016,141,"A similar gun, likely the same model, appears in Part 3, also referred to as the “Browning”."
money-heist_sentence_0000001,1415,"Diana Gómez






Full name
Diana Gómez y Raich


Date of birth
March 7, 1989 (age 36)


Place of birth
Igualada, Spain


Nationality
 Spanish


Occupation
Actress


Years active
2006-present


Role
Tatiana"
money-heist_sentence_0000002,1415,Diana Gómez is a Spanish actress who portrays Tatiana in the series Money Heist.
money-heist_sentence_0000001,1423,"Enrique Arce






Full name
Enrique Javier Arce Temple


Date of birth
October 8, 1972 (age 53)


Place of birth
Valencia, Spain


Nationality
 Spanish


Occupation
Actor


Years active
1996–present


Partner(s)
Cristina PeñaGemma Mengual (2005–08)


Role
Arturo Román





First appearance
Lastest appearance




Episode 1 (Part 1)
The Paris Plan"
money-heist_sentence_0000002,1423,"Enrique Arce (born October 8, 1972) is a Spanish television and film actor."
money-heist_sentence_0000003,1423,He portrays Arturo Román in the series Money Heist.
money-heist_sentence_0000004,1423,"Arce was born in Valencia, Spain on October 8, 1972."
money-heist_sentence_0000005,1423,"He originally went to university to study law, but during his fourth year, he decided to move into acting."
money-heist_sentence_0000006,1423,"He won ""Ellos i Elles"", a Valencian television show on Canal Nou, and used the 2 million pesetas (circa £10,000/$15,000) prize money to pay for his studies at the American Academy of Dramatic Arts."
money-heist_sentence_0000007,1423,He has developed his career in Spain and abroad.
money-heist_sentence_0000008,1423,"He was married to the actress Cristina Peña, and lived with Olympic synchronised swimmer Gemma Mengual from 2005 to 2008."
money-heist_sentence_0000009,1423,"On April 25, 2020, he gave a shoutout to the Filipino fans and is shocked to be messaged by Filipino celebrity Lovi Poe."
money-heist_sentence_0000001,1435,"Álex Pina






Full name
Álex Pina


Date of birth
June 23, 1967


Place of birth
Pamplona, Spain


Nationality
 Spanish


Occupation
Executive producerDirectorScreenwriter


Alma mater
University of Navarra"
money-heist_sentence_0000002,1435,"Álex Pina (born June 23, 1967) is a Spanish executive producer and screenwriter."
money-heist_sentence_0000003,1435,He is the creator of the series Money Heist.
money-heist_sentence_0000001,144,"Royal Mint of Spain






Type
Mint


Location
Madrid, Spain


Filming location
Spanish National Research Council





First appearance
Latest appearance




Episode 1 (Part 1)
Episode 9 (Part 2)





The Royal Mint of Spain, also known as the Fábrica Nacional de Moneda y Timbre (National Factory of Coins and Stamps), is a government-owned institution responsible for producing and distributing currency and stamps in Spain."
money-heist_sentence_0000002,144,"The mint has a long history, dating back to the 16th century when King Felipe II established the Casa de la Moneda (House of Coins) in Madrid."
money-heist_sentence_0000003,144,"Today, the Royal Mint of Spain is a modern facility that uses state-of-the-art technology to produce coins and other currency items."
money-heist_sentence_0000004,144,"It is also responsible for creating and producing official seals, documents, and stamps, including the highly-regarded Spanish postage stamps."
money-heist_sentence_0000005,144,"The Royal Mint can produce up to €2.4 billion in the span of 128 hours, depending on various factors such as the type and denomination of the money being produced."
money-heist_sentence_0000006,144,The building itself is located in Madrid and is an imposing neoclassical structure with a grand entrance and an expansive interior.
money-heist_sentence_0000007,144,"Over the years, the building has been renovated and expanded to accommodate modern production processes and security measures, though none of it was enough to stop the robbers from infiltrating and taking multiple hostages."
money-heist_sentence_0000008,144,"The actual Royal Mint of Spain's building is not in Money Heist, but instead the Spanish National Research Council."
money-heist_sentence_0000009,144,"In 2016, it was the location of a heist, where a group of robbers who took 67 hostages while staying inside the bank for 11 days in the Royal Mint of Spain Heist."
money-heist_sentence_0000010,144,They printed €984 million while in the mint.
money-heist_sentence_0000011,144,"During the heist, the robbers force some hostages to dig a tunnel as a red herring, while Moscow digs into an already built tunnel from one of the vaults, connecting to the professor's hangar."
money-heist_sentence_0000012,144,This tunnel is the robber's intended escape route.
money-heist_sentence_0000001,1440,"Jesús Colmenar






Full name
Jesús Colmenar


Nationality
 Spanish


Occupation
DirectorProducer"
money-heist_sentence_0000002,1440,Jesús Colmenar is a Spanish producer and director.
money-heist_sentence_0000003,1440,He has worked as an executive producer on the series Money Heist.
money-heist_sentence_0000001,1441,"Esther Martínez Lobato






Full name
Esther Martínez Lobato


Nationality
 Spanish


Occupation
ProducerScreenwriter


Esther Martínez Lobato is a Spanish producer and screenwriter."
money-heist_sentence_0000002,1441,She has written scripts and co-produced some episodes of Money Heist.
money-heist_sentence_0000001,1442,"Miguel Ángel Vivas






Full name
Miguel Ángel Vivas


Date of birth
1974


Place of birth
Seville, Spain


Nationality
 Spanish


Occupation
DirectorScreenwriter"
money-heist_sentence_0000002,1442,Miguel Ángel Vivas is a Spanish director and screenwriter.
money-heist_sentence_0000003,1442,He has directed some episodes of Money Heist.
money-heist_sentence_0000001,1443,"Javier Gómez Santander






Full name
Javier Gómez Santander


Date of birth
1983


Place of birth
Peñacastillo, Cantabria, Spain


Nationality
 Spanish


Occupation
JournalistTV HostScreenwriter"
money-heist_sentence_0000002,1443,"Javier Gómez Santander is a Spanish journalist, TV host and screenwriter."
money-heist_sentence_0000003,1443,He has written scripts for some episodes of Money Heist.
