sentence_id,article_id,sentence_text
money-heist_sentence_0000065,165,She teases him that he is being shy and not flirting with her anymore.
money-heist_sentence_0000066,165,"He explains he does not want to take advantage of her while she is hurt, and she teases him and asks if he still wants to be a couple."
money-heist_sentence_0000067,165,He proves he cares about her by simply kissing her.
money-heist_sentence_0000068,165,"She mocks him, saying ""You call that a kiss?"""
money-heist_sentence_0000069,165,Nairobi gets up with the help of Bogotá and they share a passionate kiss in the elevator.
money-heist_sentence_0000070,165,Bogotá continues to take care of Nairobi as Gandía is on the loose.
money-heist_sentence_0000071,165,"However, once he has to leave her to help his fellow gang members, she is taken hostage by Gandía in the bathroom."
money-heist_sentence_0000072,165,Bogotá is devastated and desperately wants to save Nairobi and hopes he can with the help of his team.
money-heist_sentence_0000001,1699,"Jesús Marquina






Biographical Information

Full Name
Jesús Marquina


Nickname(s)
El Trueno[1]


Gender
Male


Status
Dead


Cause of Death
Shot by police



Relationships

Family
Sergio Marquina (The Professor) (youngest son)Andrés de Fonollosa (Berlin) (eldest son)



Professional Information

Occupation
Robber



Jesús Marquina is Sergio Marquina (The Professor)'s father and the mastermind behind the heist at the Royal Mint of Spain."
money-heist_sentence_0000002,1699,"When Sergio was a child, he suffered a serious illness."
money-heist_sentence_0000003,1699,"To raise enough money to fund his son's treatment at an American hospital, Jesús robbed banks."
money-heist_sentence_0000004,1699,"At his bedside, he told Sergio about his robberies and his dreams of robbing a mint one day."
money-heist_sentence_0000005,1699,[2]
money-heist_sentence_0000006,1699,"On February 5, 1987, Jesús Marquina left home to rob the Spanish-American bank."
money-heist_sentence_0000007,1699,"Sergio, not knowing what his father was up to, followed him by bicycle."
money-heist_sentence_0000008,1699,He watched as his father ran out of the bank holding bags of cash in his hands.
money-heist_sentence_0000009,1699,"Police point their guns at him and order that he surrender, but Jesús notices Sergio watching him and gets distracted."
money-heist_sentence_0000010,1699,Jesús fails to follow police orders and is shot dead.
money-heist_sentence_0000011,1699,Jesús has dark hair and wears glasses.
money-heist_sentence_0000012,1699,"Not much is known about Jesús Marquina's relationships except that he was a loving father who cared deeply about his sons,  and was willing to rob banks and risk his life to secure a future for them as well as providing enough money to pay for Sergio’s treatment."
money-heist_sentence_0000001,1705,"Francisco Torres






Biographical Information

Gender
Male


Status
Alive



Relationships

Family
3 unnamed daughters



Professional Information

Occupation
Counterfeit banknote printer at the Royal Mint of Spain



Series Information

Part(s)
1, 2


Portrayed by
Antonio Cuellar Rodriguez






First appearance
Latest appearance




Episode 1 (Part 1)
Episode 9 (Part 2)





Francisco Torres is one of the hostages in the Royal Mint of Spain heist."
money-heist_sentence_0000002,1705,"In 1989, Francisco was hired at the Royal Mint of Spain."
money-heist_sentence_0000003,1705,Francisco has 3 daughters.
money-heist_sentence_0000004,1705,One of them has been unemployed for 7 years.
money-heist_sentence_0000005,1705,[1]
money-heist_sentence_0000006,1705,"On the morning of October 21, 2016, Francisco Torres went to work at the mint as usual, but wound up becoming a hostage in a heist."
money-heist_sentence_0000007,1705,"At the time of the heist, Francisco had worked at the mint for 27 years."
money-heist_sentence_0000008,1705,[2] He was the oldest out of everyone.
money-heist_sentence_0000009,1705,"During the heist, Nairobi put him in charge of printing counterfeit banknotes."
money-heist_sentence_0000010,1705,"Later, on October 23, he was named ""hostage of the year"" for printing €311 million in less than 40 hours, breaking his own recording in printing."
money-heist_sentence_0000011,1705,"Later, when the hostages were offered a choice between money and freedom, Francisco did not hesitate to continue printing banknotes at the mint, because printing counterfeit banknotes pleased him much more than anything else he had done in his life, and he had never had a leader like ""Miss Nairobi"" before."
money-heist_sentence_0000012,1705,[3]
money-heist_sentence_0000013,1705,"On October 25, 2016, Nairobi summons Francisco to her office, asking if it is possible to increase the printing speed."
money-heist_sentence_0000014,1705,"Torres says yes, but states that if something goes wrong, it will take three hours to get the machines working again."
money-heist_sentence_0000015,1705,Nairobi then asks him to calculate the possible increase in production.
money-heist_sentence_0000016,1705,[1]
money-heist_sentence_0000017,1705,"Later, he discovers an open bag full of weapons in a nearby office, and Arturo Román, his boss, is hidden under the desk."
money-heist_sentence_0000018,1705,Arturo is preparing to exchange a dummy weapon for a real one.
money-heist_sentence_0000019,1705,"Torres tells Arturo that he will have to report him so as to not to get into trouble, but Arturo threatens him."
money-heist_sentence_0000020,1705,Francisco then points out to Arturo that his gun is a fake.
money-heist_sentence_0000021,1705,"However, Arturo does not listen to Francisco, and tells him that once the robbery is over, he will have him dismissed if he reports him."
money-heist_sentence_0000022,1705,[1]
money-heist_sentence_0000023,1705,Francisco is old and has white hair.
money-heist_sentence_0000024,1705,He wears glasses.
money-heist_sentence_0000001,1708,"Jacinto






Biographical Information

Gender
Male


Status
Alive



Relationships

Friends
Arturo RománPablo Ruiz


Enemies
Oslo (indirect victim)



Professional Information

Occupation
Security guard at the Royal Mint of Spain



Series Information

Part(s)
1


Portrayed by
Pedro Pablo Isla






First appearance
Latest appearance




Episode 10 (Part 1)
Episode 13 (Part 1)





Jacinto is a security guard at the Royal Mint of Spain."
money-heist_sentence_0000002,1708,"On October 21,  2016, Jacinto was taken hostage during the heist."
money-heist_sentence_0000003,1708,"As Jacinto was considered to be potentially dangerous, he was tied up in a basement with other security guards."
money-heist_sentence_0000004,1708,"Initially, he poses no threat to the robbers."
money-heist_sentence_0000005,1708,"When inspector Raquel Murillo entered the mint to personally ensure that the hostages were well, he told Raquel that his general condition was good."
money-heist_sentence_0000006,1708,"However, a few hours later Arturo Román convinces him to take part in an escape plan."
money-heist_sentence_0000007,1708,"Arturo gets Pablo Ruiz to hide tools in the toilet, so that Jacinto can retrieve them later."
money-heist_sentence_0000008,1708,Jacinto attaches the tools to his body and brings them to the other hostages.
money-heist_sentence_0000009,1708,"While unguarded, the hostages manage to remove their restrains."
money-heist_sentence_0000010,1708,"When Oslo returns and sees the hostages untied, before he can react, Jacinto hits him on the back of his head."
money-heist_sentence_0000011,1708,The hostages supposed to meet Arturo at a scheduled meeting point.
money-heist_sentence_0000012,1708,"However, Arturo is not there."
money-heist_sentence_0000013,1708,"They wait for him for a few minutes, and end up deciding to escape without him."
money-heist_sentence_0000014,1708,"Along with 15 other hostages, Jacinto reaches one of the doors of the mint, which is full of plastic explosives."
money-heist_sentence_0000015,1708,"Jacinto manages to explode the door without injuring any hostages, and they escape through the hole under the astonished gaze of the police."
money-heist_sentence_0000016,1708,"After Jacinto escapes, he explains to the police everything he remembers about the inside of the mint."
money-heist_sentence_0000017,1708,Jacinto has brown hair.
money-heist_sentence_0000001,1711,"Silvia






Biographical Information

Gender
Female


Status
Alive



Professional Information

Occupation
Student (Brighton College)






First appearance




Episode 7 (Part 1)





Silvia is a hostage."
money-heist_sentence_0000002,1711,"On October 21, 2016, Silvia visited the Royal Mint of Spain on a school excursion."
money-heist_sentence_0000003,1711,"During the heist, she is taken hostage."
money-heist_sentence_0000004,1711,"Silvia, along with other girls, is sidelined from the main hostage group and put in an office."
money-heist_sentence_0000005,1711,"On Sunday October 23, 2016, Berlin, one of the robbers, had fun scaring this group of hostages by revealing to them that he had Mónica Gaztambide executed and that he did not regret it."
money-heist_sentence_0000006,1711,Silvia begins to have a panic attack and Berlin takes her to his office to increase the other girls’ anxiety.
money-heist_sentence_0000007,1711,She finds herself tied up in the Berlin office and subjected to Berlin's inappropriate gestures.
money-heist_sentence_0000008,1711,[1]
money-heist_sentence_0000009,1711,Silvia has brown hair.
money-heist_sentence_0000010,1711,Silvia appears to be shy and nervous.
money-heist_sentence_0000001,1716,"Nikolai Dimitrievich






Biographical Information

Full Name
Nikolai Dimitrievich


Gender
Male



Relationships

Family
Karina (daughter)Unnamed mother


Enemies
The Professor



Professional Information

Occupation
Car junkyard worker



Series Information

Part(s)
1


Portrayed by
Peter Nikolas






First appearance
Latest appearance




Episode 7 (Part 1)
Episode 9 (Part 1)





Nikolai Dimitrievich works at the car junkyard where the Professor's 1992 red Seat Ibiza was found."
money-heist_sentence_0000002,1716,"A few days before the heist, the Professor gave Helsinki some money and tasked him with taking the Professor's red Seat Ibiza to the car scrapyard and watch it be crushed in front of his eyes."
money-heist_sentence_0000003,1716,"However, Helsinki chose to send the money to his family instead, and leaves the car at the scrapyard completely intact."
money-heist_sentence_0000004,1716,[1]
money-heist_sentence_0000005,1716,"During the heist, the police find that the Seat Ibiza from 1992 was driven by Tokyo and Rio during their visit to the Royal Mint of Spain before the heist, so they decide to go to the nearby scrap yards to find it."
money-heist_sentence_0000006,1716,The Professor learns of the police's plan and hurries to the scrapyard to find the car and erase any clues.
money-heist_sentence_0000007,1716,"But he is surprised to see Nikolai, who watches over the place."
money-heist_sentence_0000008,1716,"As the scrapyard is closed to the public, he sneaks inside and hides in a car."
money-heist_sentence_0000009,1716,"Nikolai, however, sees him and scares the Professor by crushing the car that he is hiding in."
money-heist_sentence_0000010,1716,"The Professor tries to offer him some money, but due to not having enough, Nikolai lets his dog chase him."
money-heist_sentence_0000011,1716,"Later, the Professor returns a second time, and manages to clean the vehicle of fingerprints before Nikolai finds it."
money-heist_sentence_0000012,1716,"By the time the police, the car has already been wiped down, and the Professor has disguised himself."
money-heist_sentence_0000013,1716,[1]
money-heist_sentence_0000014,1716,"Later, Nikolai goes to the police tent outside the Royal Mint of Spain, and helps the police by trying describing the Professor's appearance so that the police and create a composite sketch of the Professor."
money-heist_sentence_0000015,1716,"Unbeknownst to Nikolai, the Professor finds information about his family on Facebook."
money-heist_sentence_0000016,1716,"The Professor breaks into a police vehicle and using the car's radio, he addresses Nikolai in Russian, threatening to kill his family if he provides a workable composite."
money-heist_sentence_0000017,1716,"Frightened, Nikolai obeys and erases the almost finished portrait."
money-heist_sentence_0000018,1716,[2]
money-heist_sentence_0000019,1716,Nikolai is an old man.
money-heist_sentence_0000020,1716,"He typically wears a black hat, brown glasses and dirty white clothes."
money-heist_sentence_0000021,1716,"Nikolai has little patience for people who trespass into his car junkyard, and isn't afraid to unleash his dog on them."
money-heist_sentence_0000022,1716,He is also a fun-loving man who enjoyed making the Professor panic by crushing the car that he was hiding in.
money-heist_sentence_0000023,1716,Nikolai cares about his family.
money-heist_sentence_0000024,1716,He was willing to co-operate with police to help them find the Professor.
money-heist_sentence_0000025,1716,"However, as soon as he heard the Professor threaten his family member's lives, he was frightened and immediately stopped providing information."
money-heist_sentence_0000001,1724,"Nacho Manubens






Full name
Nacho Manubens


Nationality
 Spanish


Occupation
ProducerScreenwriter


Nacho Manubens is a Spanish producer and screenwriter."
money-heist_sentence_0000002,1724,He has written scripts and co-produced some episodes of Money Heist.
money-heist_sentence_0000001,1725,"Karina






Biographical Information

Full Name
Karina Dimitrievich



Relationships

Family
Nikolai Dimitrievich (father)Unnamed grandmother



Series Information

Part(s)
1






First appearance
Latest appearance




Episode 8 (Part 1)
Episode 9 (Part 1)





Karina is Nikolai Dimitrievich's daughter."
money-heist_sentence_0000002,1725,"Karina has photos of herself posted on her father's social media, which allowed the Professor to easily find information about her family."
money-heist_sentence_0000003,1725,"The Professor uses this knowledge to threaten her father, claiming that he will attack Karina and his mother if he helps the police draw a composite portrait of him."
money-heist_sentence_0000004,1725,[1][2]
money-heist_sentence_0000005,1725,Karina is blonde.
money-heist_sentence_0000001,1732,"Denise Soares






Biographical Information

Full Name
Denise Soares


Gender
Female



Series Information

Part(s)
1






First appearance




Episode 3 (Part 1)





Denise Soares is a hostage during the heist at the Royal Mint of Spain."
money-heist_sentence_0000002,1732,"On October 21, 2016, Denise visited the Royal Mint of Spain on a school excursion."
money-heist_sentence_0000003,1732,"During the heist, she is taken hostage like the rest of her classmates."
money-heist_sentence_0000004,1732,She is forced to give the robbers her phone and wear a red jumpsuit.
money-heist_sentence_0000005,1732,Denise has naturally brown hair that is partially dyed purple.
money-heist_sentence_0000001,1733,"Aurora Cruz






Biographical Information

Gender
Female



Professional Information

Occupation
Student (Brighton College)



Series Information

Part(s)
1, 2






First appearance
Latest appearance




Episode 1 (Part 1)
Episode 6 (Part 2)





Aurora Cruz is a hostage during the heist at the Royal Mint of Spain."
money-heist_sentence_0000002,1733,"On October 21, 2016, Aurora visited the Royal Mint of Spain on a school excursion."
money-heist_sentence_0000003,1733,"During the heist, she is taken hostage like the rest of her classmates."
money-heist_sentence_0000004,1733,She is forced to give the robbers her phone and wear a red jumpsuit.
money-heist_sentence_0000005,1733,[1]
money-heist_sentence_0000006,1733,"Along with Pablo, Elisabeth and a couple other classmates, she tries to intimidate Alison Parker after learning that the police have decided to save her alone, instead of eight hostages."
money-heist_sentence_0000007,1733,[2]
money-heist_sentence_0000008,1733,Aurora has naturally brown hair that is partially dyed purple.
money-heist_sentence_0000001,1735,"Elisabeth López






Biographical Information

Gender
Female



Professional Information

Occupation
Student (Brighton College)



Series Information

Part(s)
1, 2






First appearance
Latest appearance




Episode 1 (Part 1)
Episode 6 (Part 2)





Elisabeth López is a hostage during the heist at the Royal Mint of Spain."
money-heist_sentence_0000002,1735,"On October 21, 2016, Elisabeth visited the Royal Mint of Spain on a school excursion."
money-heist_sentence_0000003,1735,"During the heist, she is taken hostage like the rest of her classmates."
money-heist_sentence_0000004,1735,She is forced to give the robbers her phone and wear a red jumpsuit.
money-heist_sentence_0000005,1735,[1]
money-heist_sentence_0000006,1735,"Along with Pablo, Aurora and a couple other classmates, she tries to intimidate Alison Parker after learning that the police have decided to save her alone, instead of eight hostages."
money-heist_sentence_0000007,1735,[2]
money-heist_sentence_0000008,1735,Elisabeth has straight dark brown hair.
money-heist_sentence_0000001,1736,"Sonsoles Alvarez






Biographical Information

Gender
Female



Series Information

Part(s)
1, 2






First appearance
Latest appearance




Episode 1 (Part 1)
Episode 6 (Part 2)





Sonsoles Alvarez is a hostage at the Royal Mint of Spain."
money-heist_sentence_0000002,1736,"On October 21, 2016, Sonsoles was caught up in the heist at the Royal Mint of Spain."
money-heist_sentence_0000003,1736,"Like the other hostages, she is forced to give the robbers her phone and wear a red jumpsuit."
money-heist_sentence_0000004,1736,[1]
money-heist_sentence_0000005,1736,"Later, she asks for anxiolytics to calm her down."
money-heist_sentence_0000006,1736,[2]
money-heist_sentence_0000007,1736,Sonsoles has short brown hair and wears glasses.
money-heist_sentence_0000008,1736,Sonsoles appears anxious and shy.
money-heist_sentence_0000001,1737,"Miguel Fernández Talanilla






Biographical Information

Full Name
Miguel Fernández Talanilla


Age
Late 20's


Gender
Male



Relationships

Friends
AmandaPaquitaDenver


Enemies
Arturo RománMatías Caño



Professional Information

Occupation
Intern in the Operations and Information Systems department at the Bank of Spain



Series Information

Part(s)
3, 4, 5


Portrayed by
Carlos Suárez






First appearance




Aikido





Miguel Fernández Talanilla is a hostage during the heist at the Bank of Spain"
money-heist_sentence_0000002,1737,"Miguel is from Totana, Murcia."
money-heist_sentence_0000003,1737,[1][2]
money-heist_sentence_0000004,1737,Miguel was working as an intern in the Operations and Information Systems department when the heist at the Bank of Spain occurred.
money-heist_sentence_0000005,1737,"At the beginning of the heist, Bogotá and Nairobi considered designating him as a volunteer for manual labour, but later deemed him unfit for the task."
money-heist_sentence_0000006,1737,"Later, when the robbers order all hostages to put on a bullet proof vest and carry a fake gun, Miguel warns the hostages not to and claims that the robbers will use them as human shields."
money-heist_sentence_0000007,1737,"Upon hearing this, Denver orders Miguel to put two bullet vests and makes his guess the name of a movie."
money-heist_sentence_0000008,1737,"Miguel guesses incorrectly and says ""WALL-E"" instead of ""The Terminator"", so Denver pulls the trigger of his gun and shoots Miguel, sending him flying backwards."
money-heist_sentence_0000009,1737,"Miguel is mostly unharmed, albeit shaken from the incident."
money-heist_sentence_0000010,1737,[3]
money-heist_sentence_0000011,1737,"Miguel is an awkward and nervous man, although he has short bursts of courage every now and then, especially when he is trying to impress Amanda."
money-heist_sentence_0000001,1743,"Amanda Cerdeña




Amanda Cerdeña (right)


Biographical Information

Full Name
Amanda Cerdeña


Gender
Female



Series Information

Part(s)
1, 2






First appearance
Latest appearance




Episode 1 (Part 1)
Episode 6 (Part 2)





Amanda Cerdeña is a hostage during the heist at the Royal Mint of Spain."
money-heist_sentence_0000002,1743,"On October 21, 2016, Amanda was at the Royal Mint of Spain and was taken hostage."
money-heist_sentence_0000003,1743,She is forced to give the robbers her phone and wear a red jumpsuit.
money-heist_sentence_0000004,1743,[1]
money-heist_sentence_0000005,1743,"During the robbery, Berlin begins to like Amanda."
money-heist_sentence_0000006,1743,"She therefore pretends to love him in return, for the money and freedom."
money-heist_sentence_0000007,1743,[2]
money-heist_sentence_0000008,1743,Amanda has blonde hair.
money-heist_sentence_0000001,1748,"Alfonso






Biographical Information

Gender
Male



Relationships

Friends
Agustín MonteroMatías CañoBogotá



Professional Information

Occupation
Robber


Affiliation
Bank of Spain Robbers






First appearance




48 Meters Underground





Alfonso is a robber who pretended to be a hostage during the Bank of Spain heist."
money-heist_sentence_0000002,1748,Alfonso was among the hostages during the heist at the Bank of Spain.
money-heist_sentence_0000003,1748,"When Nairobi and Bogotá were ""selecting volunteers"", Alfonso claimed that he was at the bank because he an an appointment with the public debt service."
money-heist_sentence_0000004,1748,"He was ""selected"", along with Matías Caño and Agustín Montero, to help melt down the 14-ton steel door of the vault with gold."
money-heist_sentence_0000005,1748,[1]
money-heist_sentence_0000001,1754,"Agustín Montero






Biographical Information

Gender
Male



Relationships

Friends
NairobiStockholmBogotáMatías CañoAlfonso



Professional Information

Occupation
Robber


Affiliation
Bank of Spain Robbers






First appearance




48 Meters Underground





Agustín Montero is a robber who pretended to be a hostage during the Bank of Spain heist."
money-heist_sentence_0000002,1754,Agustín was among the hostages during the heist at the Bank of Spain.
money-heist_sentence_0000003,1754,"When Nairobi and Bogotá were ""selecting volunteers"", Alfonso claimed that he was at the bank to exchange currency."
money-heist_sentence_0000004,1754,"He was ""selected"", along with Matías Caño and Alfonso, to help melt down the 14-ton steel door of the vault with gold."
money-heist_sentence_0000005,1754,[1]
money-heist_sentence_0000006,1754,Agustín is a middle-aged man who has dark hair and a grey beard.
money-heist_sentence_0000001,1760,"Mari Carmen






Biographical Information

Gender
Female


Status
Alive



Relationships

Family
Ángel Rubio (ex-husband)



Series Information

Portrayed by
Elisabet Gelabert






First appearance
Latest appearance




Episode 7 (Part 1)
Episode 12 (Part 1)It's Dolphin Time (mentioned)





Mari Carmen is the ex-wife of Deputy Police Inspector Ángel Rubio."
money-heist_sentence_0000002,1760,Mari Carmen was married to Ángel.
money-heist_sentence_0000003,1760,"However, she knows that her husband has had feelings for his colleague, Raquel for many years, so she holds a grudge against her."
money-heist_sentence_0000004,1760,"On Sunday October 23, 2016, she called her husband when he went to the pharmacy in Palomeque."
money-heist_sentence_0000005,1760,"During the heist at the Royal Mint of Spain, Ángel is distraught when Raquel suspects him of being a mole and confesses his love for her."
money-heist_sentence_0000006,1760,He claims that he would leave Mari Carmen instantly if Raquel was willing to be with him.
money-heist_sentence_0000007,1760,"However, while driving, Ángel loses control of his car and ends up in a coma."
money-heist_sentence_0000008,1760,"Shortly after the accident, Mari Carmen visits him in the hospital and meets Raquel there."
money-heist_sentence_0000009,1760,"Mari Carmen criticises Raquel for the fact that Ángel has ben in love with her for so long, implying that she is responsible for the accident."
money-heist_sentence_0000010,1760,She confides in Raquel that she has waited 7 years for Ángel to get over his feelings for her.
money-heist_sentence_0000011,1760,[1]
money-heist_sentence_0000012,1760,"Later, Mari Carmen leaves Ángel."
money-heist_sentence_0000013,1760,[2]
money-heist_sentence_0000014,1760,Mari Carmen has short reddish-brownish hair.
money-heist_sentence_0000015,1760,Mari was married to Ángel during the Bank of Spain heist.
money-heist_sentence_0000016,1760,"After finally having enough of Ángel's unloyal behavior in their relationship, she divorced him."
money-heist_sentence_0000017,1760,It is assumed Ángel and Mari have not spoken since.
money-heist_sentence_0000001,1774,"Paquita






Biographical Information

Gender
Female



Relationships

Friends
TokyoNairobiBogotáHelsinkiAmandaMiguel Fernández Talanilla


Enemies
Gandía (possibly)



Professional Information

Occupation
NurseMidwife



Series Information

Part(s)
3, 4, 5


Portrayed by
Mari Carmen Sánchez






First appearance




Aikido





Paquita is a hostage during the heist at the Bank of Spain."
money-heist_sentence_0000002,1774,"During the heist, when Tokyo notices that Paquita is struggling with physical labour, she excuses her, for which Paquita is grateful for."
money-heist_sentence_0000003,1774,"Later, Paquita helps Nairobi recover when she is injured."
money-heist_sentence_0000004,1774,She uses her nursing knowledge and helps out with the blood drive when Nairobi needs a transfusion.
money-heist_sentence_0000005,1774,She also provides post-operative care after Nairobi's surgery.
money-heist_sentence_0000006,1774,Paquita is a middle-aged woman with light brown hair.
money-heist_sentence_0000001,1779,"Mario Urbaneja






Biographical Information

Nickname(s)
Mr. Governer (by Arturo Román)Flipper (by Palermo, Berlin and Lisbon) [1] [2]


Age
Early 60's  [3]


Gender
Male


Status
Alive



Relationships

Friends
Miguel Fernández TalanillaAmandaGandíaLuis Tamayo


Enemies
NairobiPalermoTokyoDenverBogotáArturo Román (ocassionally dislike)



Professional Information

Occupation
Governor of the Bank of Spain


Affiliation
Hostage



Series Information

Part(s)
3, 4, 5


Portrayed by
Pep Munné



Mario Urbaneja is the governor at the Bank of Spain who became a hostage during the heist."
money-heist_sentence_0000002,1779,Mario Urbaneja is the governor at the Bank of Spain at the time of the Bank of Spain heist.
money-heist_sentence_0000003,1779,He employs his secretary Amanda and is protected by five body guards led by César Gandía.
money-heist_sentence_0000004,1779,"Years before the Heist, Urbaneja has a meeting with Berlin, whose scouting for the heist."
money-heist_sentence_0000005,1779,Urbaneja was targeted by the robbers because he has a key to the closet of state secrets in the vault.
money-heist_sentence_0000006,1779,"Tokyo and Nairobi were sent to capture him, but were initially thwarted by Gandía."
money-heist_sentence_0000007,1779,"Even though, he was eventually captured by the robbers."
money-heist_sentence_0000008,1779,He was subsequently brought down to the vault and was told to enter the vault via a pressure tube in a scuba suit.
money-heist_sentence_0000009,1779,When he says no he is almost fatally injured by Denver.
money-heist_sentence_0000010,1779,He survives and then is left with the rest of the hostages.
money-heist_sentence_0000011,1779,"When the hostages are moved to the library, Urbaneja is one of the hostages along with Miguel Fernández Talanilla who confront Arturo Román for raping Amanda and attempting to rape Manila."
money-heist_sentence_0000012,1779,Urbaneja has grey hair.
money-heist_sentence_0000013,1779,César Gandía is the head body guard of the Bank of Spain.
money-heist_sentence_0000014,1779,His primary job is to protect Urbaneja.
money-heist_sentence_0000015,1779,"At the beginning of the Bank of Spain heist, Gandía protects and risks his life for Urabneja."
money-heist_sentence_0000016,1779,Amanda is the secretary to Urbaneja at the Bank of Spain.
money-heist_sentence_0000017,1779,She seems to be well treated and a good employee.
money-heist_sentence_0000001,1784,"Dr. Ahmed






Biographical Information

Gender
Male



Relationships

Friends
The ProfessorShakir



Professional Information

Occupation
Doctor



Series Information

Part(s)
4


Portrayed by
Jaskaran Brady



Dr. Ahmed is a Pakistani doctor that was hired by the robbers during the Bank of Spain heist."
money-heist_sentence_0000002,1784,Dr. Ahmed is the doctor called in by The Professor from Pakistan.
money-heist_sentence_0000003,1784,"When Nairobi was shot and fatally injured, the Professor called Shakir and his Pakistani associates to get a doctor on the line to save Nairobi."
money-heist_sentence_0000004,1784,"Dr. Ahmed is called and directs the robbers on how to save Nairobi by using Tokyo as his hands, while watching over a video call."
money-heist_sentence_0000005,1784,He is cut off from the robbers when Alicia Sierra cuts off the communication from outside the Bank of Spain.
money-heist_sentence_0000001,1786,"Shakir






Biographical Information

Gender
Male



Relationships

Friends
The ProfessorDr."
money-heist_sentence_0000002,1786,"Ahmed



Professional Information

Occupation
Hacker



Series Information

Part(s)
3, 4, 5


Portrayed by
Ajay Jethi



Shakir is a Pakistani hacker that was hired by the robbers during the Bank of Spain Heist."
money-heist_sentence_0000003,1786,Shakir is the lead Pakistani hacker hired by The Professor with the money from the Royal Mint of Spain heist.
money-heist_sentence_0000004,1786,He helps the Professor with his plans with his hacker group from Pakistan.
money-heist_sentence_0000005,1786,He also gets Dr. Ahmed for the Professor when Nairobi is fatally shot.
money-heist_sentence_0000006,1786,Shakir has shot dark hair.
money-heist_sentence_0000001,1789,"The Toledo House






Inhabitant(s)
HelsinkiNairobiTokyoRioDenverThe ProfessorMoscowOsloBerlin


Location
Toledo, Spain


Filming location
Finca El Gasco





First appearance
Latest appearance




Episode 1 (Part 1)
TKO (flashback)"
money-heist_sentence_0000002,1789,The Toledo House was the location where the original robbers stayed for five months in preparation for the Royal Mint of Spain heist.
money-heist_sentence_0000003,1789,"The house is mostly isolated from the surrounding area of Palomeque, a principality in the province of Toledo."
money-heist_sentence_0000004,1789,[1] The house can have about nine people living there at a time.
money-heist_sentence_0000005,1789,The most notable room is the classroom.
money-heist_sentence_0000006,1789,The room’s walls are covered in the plans for the heist.
money-heist_sentence_0000007,1789,"There are eight desks, a chalk board, tables, and a model of the Royal Mint of Spain."
money-heist_sentence_0000008,1789,The Professor teaches the robbers everything they need to know about the heist in that room.
money-heist_sentence_0000009,1789,"In June 2016, the Professor recruited eight robbers including Silene Oliveira."
money-heist_sentence_0000010,1789,"He brings these eight individuals into this house, for a period of five months."
money-heist_sentence_0000011,1789,[2]
money-heist_sentence_0000012,1789,"Within this 640 ha property[3], the Professor explains to them the details of the heist plan."
money-heist_sentence_0000013,1789,The robbers each have their own room.
money-heist_sentence_0000014,1789,[2]
money-heist_sentence_0000015,1789,Raquel realises that the robbers needed a place to plan and practice shooting for their heist.
money-heist_sentence_0000016,1789,"Therefore, she asks all the teams to look for a property with a shooting area around Palomeque pharmacy where Retroxil was purchased."
money-heist_sentence_0000017,1789,The police scoured the city of Toledo and ended up finding the house where the robbers had trained.
money-heist_sentence_0000018,1789,"Arriving on the scene, Raquel, the forensic police, and the teams of Suárez discover that there are empty bottles that could give the DNA of the robbers and even the sales records of the Palomeque pharmacy."
money-heist_sentence_0000019,1789,The Professor's entire plan seems to have been uncovered.
money-heist_sentence_0000020,1789,"In reality, the Professor has, once again, planned everything."
money-heist_sentence_0000021,1789,"He purposely left the police a crime scene filled with small unnecessary details to gives the robbers time to print even more money, which Raquel understands pretty quickly."
money-heist_sentence_0000001,1791,"Rafita






Biographical Information

Age
Male



Professional Information

Occupation
Police officer



Series Information

Part(s)
1






First appearance
Latest appearance




Episode 1 (Part 1)
Episode 1 (Part 1)





Rafita is a policeman."
money-heist_sentence_0000002,1791,"On October 21, 2016, Rafita was part of convoy transporting watermarked paper bound for the Royal Mint of Spain, along with Javi."
money-heist_sentence_0000003,1791,"At around 9:25am, the convoy was on the E-80."
money-heist_sentence_0000004,1791,The robbers forced the van to stop and threatened Rafita with a gun.
money-heist_sentence_0000005,1791,He is forced to wear a red jumpsuit and give the robbers his police uniform.
money-heist_sentence_0000006,1791,He was locked in the back of the truck and held hostage during the heist.
money-heist_sentence_0000007,1791,Rafita has short dark hair.
money-heist_sentence_0000001,1792,"Javi






Biographical Information

Age
Male



Professional Information

Occupation
Police officer



Series Information

Part(s)
1






First appearance
Latest appearance




Episode 1 (Part 1)
Episode 1 (Part 1)





Javi is a policeman."
money-heist_sentence_0000002,1792,"On October 21, 2016, Javi was part of convoy transporting watermarked paper bound for the Royal Mint of Spain, along with Rafita."
money-heist_sentence_0000003,1792,"At around 9:25am, the convoy was on the E-80."
money-heist_sentence_0000004,1792,The robbers forced the van to stop and threatened Javi with a gun.
money-heist_sentence_0000005,1792,He is forced to wear a red jumpsuit and give the robbers his police uniform.
money-heist_sentence_0000006,1792,He was locked in the back of the truck and held hostage during the heist.
money-heist_sentence_0000007,1792,Javi has short dark hair and a beard.
money-heist_sentence_0000001,1796,"Sofía






Biographical Information

Full Name
Sofía


Gender
Female


Status
Alive



Relationships

Family
Marseille (owner)



Professional Information

Occupation
Ferret



Series Information

Part(s)
3



Sofía is a ferret owned by Marseille."
money-heist_sentence_0000002,1796,She assists the robbers in Part 3.
money-heist_sentence_0000003,1796,Sofía is a ferret belonging to Marseille.
